stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,62.33,426.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.85,194.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.41,5.38,0,3.91,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.96,0,0,0,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.82,0,12.82,0,0,0,23.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.97,29.65,0,0,242.11,0,0,0,9.31,15.29,0,11.22,0,0,0,0,0,0
 14-21,0,0,1.05,0,19.44,6.66,0,9.77,0,0,0,5.98,0.92,0,0,0,0,0,0,0,13.33,0,0,25.97,125.56,7.7,1.04,0.86,3.95,0,0,1.12,39.83,1.08,148.45,409.34,79.41,0,0,5.12,0,0
 24-34,0,0,2.55,0,12.57,9.09,0,21.23,0,0,2.44,8.11,1.22,1.83,0.61,0.59,0,0,9.04,1.26,41.32,0,0,30.58,633.47,3.61,1.39,0.64,0,0,3.07,0,0,1.12,11.99,185.65,301.21,0,0,11.96,0,0
 36-46,0,0,0,0,19.13,0.98,0,85.19,2.57,5.13,4.49,10.86,0,0.83,0.65,1.54,0.61,0,0,9.93,57.65,0,1.54,45.49,719.69,4.59,4.23,1.59,0,2.1,5.08,0,0,0,2.95,1.78,334.9,0,0,5.65,0,3.52
 48-58,0,0,0,0,11.56,1.68,0,112.51,2.54,0.37,2.39,44.43,0,3.25,2.21,3.61,0,0.66,0,6.14,50.82,0,1.58,22.68,812.96,1.2,0,1.78,0,0,3.72,0,0,0.73,4.03,0,254.5,0,0,1.48,0,6.53
 60-70,0,0,0.65,0,8.88,0,0,215.09,18.12,0,2.86,48.04,0,0.69,11.19,0,3.3,0,0,0,139.57,0,0,19.96,1028.56,1.56,2.26,2.58,0,0,1.46,0,0,0,7.6,0,189.72,0,0,7.55,0,5.08
 72-82,0,0,0,0,5.99,1.42,0,294.3,15.84,2.04,1.66,53.02,0,1.32,6.77,0,0.65,0,0,2.29,104.28,0,7.37,21.85,931.31,0.73,0.79,7.78,1.13,0.77,0.72,0,0,0,1.33,0,110.52,5.48,0.67,8.59,0.79,12.8
 84-94,0,0,1.16,0,9.1,3.68,0,248.64,16.33,2.67,0,37.62,0.88,0,4.89,3.44,1.46,0,1.64,12.49,98.51,0,14.32,28.66,731.18,0,0,3.79,0,0,0,0,0,0,0.66,0,73.2,2.04,0,7.73,0.64,0
 96-106,0,0,0,0,7.9,9.62,0,154.56,10.76,8.82,0.77,32.54,3.89,0,13.81,0.73,1.14,0,0,1.15,91.87,0.7,5.4,16.07,573.94,0.61,2.28,2.15,0,0,5.23,0,0,0,0,0,59.7,0,3.26,6.46,0.8,0
108-118,0,0,0,0,6.32,0.5,6.92,143.69,6.95,1.04,0.64,29.57,0,1.61,7.46,2.08,5.74,0,0.67,0.54,85.44,0,2.3,18.64,757.41,0,0,0.83,0,0,0.82,0,0,0,0.44,0,32.76,2.19,1.96,20.78,0.7,7.85
120,0,0,0,0,22.14,0,0,251.87,17.73,2.55,0,53.78,2.24,2.95,11.06,0,0,0,0,0,163.34,0,2.47,44.92,1304.18,0,3,0,0,0,0,0,0,0,0,0,58.92,0,0,6.47,0,0
