stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,93.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,80.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,3.03,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.86,0,0,20.74,0,0,0,1.48,1.21,0,0,0,1.18,4.91,0,0,37.36,0,0,0,2.14,42.72,0,0,0,0,0,0,0,1.03,0.89,1.82,0,11.46,0,0,0,0,122.39
 24-34,0,0,0,3.94,0.61,0,24.62,0,0,0.67,6.61,0,0,0,0.88,0,3.78,0,2.04,39.27,4.57,1.6,0,0.66,126.83,0,5.74,0,0,0,1.57,0,0,7.33,0.95,1.62,18.14,0,0,8.05,0,444.82
 36-46,0,0,0,2.14,0,0,12.53,0,0,0,18.23,0.58,0,0,0.67,0,0,0.77,0,1.09,13.31,0,0,2.04,94.12,0.64,0,0,0,0,0.85,0,0,9.74,0,0,21.37,0,0,1.96,0,244.5
 48-58,0,0,0,0.49,0,0,19.29,0,0,1.04,25.39,0,0.49,0,6.04,0,1.54,0,1.77,1.12,11.76,0,0,7.32,44.38,0,3.54,0,0,0,0.4,0,0,8.96,1.41,0,19.77,0,0,1.92,0,347.96
 60-70,0,0,0,6.08,0,0,23.69,8.33,0,2.74,52.12,3.62,0,0,3.63,2.43,0,0,6.35,0,29.96,0,0,3.05,37.99,0,3.41,1.89,0,0,4.35,0,0,7.41,0,0,17.41,0,0,0.99,0,177.91
 72-82,0,2.04,0,10.71,2.82,0,18.11,3.45,0.81,1.71,74.51,4.65,0,1.42,7.41,0.66,0,1.86,7.48,0.64,81.27,3.76,0.75,3.69,51.69,0,0,2.84,0,0,3.12,0,0,17.75,0.61,0,3.29,0,3.18,11.6,0,180.52
 84-94,0,4.21,2.02,2.69,0,0,28.83,0,1.48,3.21,60.91,12.69,0.66,0,10.67,7.09,0.64,0,26.73,0,59.5,2.96,0,5.12,53.76,3.47,1.67,2.41,0,0,24.36,0,0,19.83,3.45,0,4.68,2.75,0.68,6.72,0.67,126.5
 96-106,0,0,0,15.17,0.77,1.52,39.89,0.93,1.3,2.44,88.64,5.32,0,1.33,6.13,4.47,0,2.74,45.91,0,72.37,5.57,3.88,0,63.56,0.58,1.31,8.75,0,0,36.49,0,0,25.24,1.54,0,6.59,0,0,18.02,7.21,101.1
108-118,0,0,0,12.94,5.67,2.49,40.08,1.74,3.64,17.45,91.33,12.19,0,2.5,7.57,2.92,0.5,1.58,62.65,0.83,99.89,0,0.69,8.94,54.85,1.81,3.57,17.82,0,2.69,46.74,0,0,14.32,2.04,0,5.6,3.65,4.53,16.97,3.45,120.73
120,0,0,0,26.69,0,1.6,47.22,5.8,5.97,18.25,146.17,21.48,0,3.84,29.27,6.17,5.84,0,62.98,0,233.43,0,0,4.87,89.15,1.96,3.96,10.68,0,12.2,27.88,0,0,14.11,0,0,3.82,0,0,10.72,13.58,44.03
