stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,107.82,2132.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,130.55,1850.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07,13.98,0,0,0,0,17.22,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.17,37.41,0,0,0,0,112.1,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,1031.83,25.08,0,0,239.77,0,0,5.11,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.36,0,26.59,0,0,146.1,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,3.87,873.43,31.29,0,0,193.41,0,0,12.59,0,45.13,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.3,56.99,12.86,7.5,0,0,0,3.33,2.69,0,6.88,5.45,0,0,0,0,2.27,49.4,0,0,34.54,156.33,27.54,0,0,0.99,0,0,0.9,26.33,8.66,0,21.2,41.25,0,0,3.57,0,1.92
 24-34,0,0,0,0,45.33,5.52,23.76,0,5.46,2.08,12.3,0,0,7.46,23.58,0,0,0,0,6.05,62.81,0,0,29.26,236.87,2.22,0,4.43,0,0,5.09,0,0,2.1,0,3.38,70.53,0,0,48.98,0,7.53
 36-46,0,0,0,0,3.69,4.14,17.91,0,1.86,0.88,61.04,0,0,12.42,37.16,0,1.88,0.75,10.7,9.48,126.72,0,3.03,37.39,172.23,7.4,0,3.04,0,0,4.47,0,0,2.86,0,0,75.07,0,1.04,39.09,0,29.19
 48-58,0.58,0,0,0,2.65,0,20.53,0.58,4.64,10.55,116.44,0,0,3.83,50.16,0,1.46,0,1.41,7.21,157.02,0,2.71,19.6,127.34,0,0,0,0,0,0,0,0,0,0,0,50.77,0,1.67,25.32,0,14.64
 60-70,0,0,0,0,7.35,0,19.17,0,6.66,2.76,267,0.72,0,5.46,107.25,0.71,29.71,0,0,1.9,244.94,0,6.59,25.97,135.36,0.58,0,8.15,0,3.25,0.71,0,0,1.56,0,0,31.56,0,10.02,26.02,4.99,36
 72-82,0,0,0.61,0.56,12.29,8.48,37.94,0,6.51,4.72,345.38,0.94,0,9.92,105.46,0,22.78,1.35,3.34,1.44,351.91,0,7.74,19.78,134.12,2.21,6.8,3.61,0,0.77,0.65,0,0,1.95,0,0,24.06,0.81,16.04,44.65,10.93,20.19
 84-94,0,0,0,1.43,12.55,1.33,77.73,0,1.22,18.95,272.28,6.69,0,4.69,144.59,0,10.58,3.74,1.33,7.4,339.76,0.84,23.69,16.46,102.79,3.19,0.6,1.87,0,10.19,0,0,0,2.63,0,0,8.46,1.01,22.07,26.21,30.58,16.4
 96-106,1.12,0,0.91,0.65,8.76,8.92,26.61,0,2.33,3.77,280.64,2.28,0,4.95,164.15,0,13.58,0,11.8,0.68,308.25,0,3.5,18.24,124.56,0,0.6,5.38,0,14.65,0.61,0,0,3.01,7.42,0,8.52,0,14.82,43.64,25.72,25.32
108-118,0,0,0,0,6.32,2.21,29.67,0,0.56,3.66,384.48,1.56,0,6.84,178.28,0.44,20.5,0,11.44,0.54,411.55,5.27,8.05,20.24,133.4,6.78,0,5.8,0,34.23,1,0,0,1.81,0,0,15.08,0,17.23,51.75,24.19,22.28
120,0,0,0,0,4.12,11.85,41.03,2.11,0,6.71,292.44,2.04,0,21.79,237.97,0,9.99,4.89,7.2,1.51,439.99,0,19.87,15.24,165.03,13.05,1.46,2.74,0,23.11,0,0,0,0,0,0,17.96,0,11.5,117.7,17.54,7.16
