stage,axial,blastomeres,endoderm,epidermis,eye,glial,mesenchyme,neural,notochord,paraxial.mesoderm
  3-4,0,82.29,0,0,0,0,0,0,0,0
  5-6,0,45.68,0,0,0,0,0,0,0,0
  7-9,5.44,0,8.07,0,0,0,0,32.05,9.18,3.28
 10-12,0,0,0,0,0,0,0,4.31,0,0
 24-34,0,0,0,0,0,0,0,1.48,0,0
 60-70,0,0,0,1.63,1.59,1.57,1.06,3.99,0,0
 72-82,0,0,0,0,2.93,0,0,8.62,0,0
