stage,epidermis,eye,fast_muscle,fin_epithelia,fin_mesenchyme,immune,mesenchyme,mural_cell,muscle,neural,spinal_cord
 24-34,0,0,0,0,0,0,0,0,0,2.78,2.44
 36-46,35.91,0,0,8.76,2.07,0,0,0,0,0.57,0
 48-58,0,0,0,0,0,3.34,0,0,0,0.48,0.39
 60-70,0,0,0,0,0,1.17,3.9,1.01,0,5.25,0
 72-82,0,0,0.52,0,0,2.2,1.02,0,0,0,0
 84-94,0,0.69,0,0,0,3.78,2.02,0,0,6.06,0
 96-106,0,0,0,0,0,4.63,2.86,0,0,0,0
108-118,0,2.13,0,0,0,8.49,0,0.83,0.68,0.79,0
120,0,0,0,0,0,8.54,0,0,0,0,0
