stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,29.15,1096.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.99,0,0,0,0,0,0,0,0,0,0
  5-6,69.78,637.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.07,8.9,0,0,0,0,52.03,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.28,0,0,0,37.44,0,39.92,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.49,0,0,0,0,0,10.82,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,83.39,35.55,2.39,0,0,0,0,0,0,47.46,2.24,0,0,49.14,0,0,13.87,0,5.8,7.59,0,1.97,30.82,5.12,0,0,0,0,461.47,5.54,13.66,0,11.58,9.24,0,0,0,0,0
 24-34,0,0,0,55.81,89.56,1.77,0,11.84,0,9.56,0,0.7,13.11,19.81,1.17,2.53,118.97,0,6.2,32,0,16.35,54.78,0.91,3.01,95.14,3.12,13.86,13.15,0,0.99,1599.49,0,42.24,0,0,12.42,0,0,9.2,0,0
 36-46,0,0,0,5.48,117.66,0,0,40.93,0,32.55,0,0,16.49,13.5,0,0,64.19,0,2.13,18.01,8.41,22.1,55.99,0,7.33,76.96,5.54,16.07,0,0,0,1904.61,0,15.34,0,0,17.17,0,1.23,4.07,0,0.7
 48-58,1.15,0,0,1.24,98.42,0,0,46.78,0,38.79,4.4,3.15,9.31,10.63,0.58,1.68,27.67,0,9.08,18.56,3.73,71.03,44.96,0,5.98,67.5,2.71,8.07,9.92,0,0,1033.9,0,7.63,0,0,17.78,0,1.02,6.44,0,0
 60-70,0,0,0,0,156.91,0,0,32.98,0,18.18,5.82,14.7,31.64,11,0,3.47,32.23,6.73,11.25,6.99,0,164.07,20.09,0.75,15.9,63.34,0,18.75,8.01,0,0.71,948.21,0,6.26,0,0,2.67,1.22,3.58,18.69,0,0
 72-82,0,0,0.68,0,228.98,6.78,0,45.14,0,25.6,28.59,11.48,87.16,1.19,1.41,4.56,34.06,3.21,13.48,39.03,0,615.34,52.93,7.91,14.9,119.24,1.8,25.27,3.7,0,12.41,750.63,0,14.34,0,0,31.67,14.8,12.99,45.75,7.87,1.88
 84-94,0,0,2.26,3,435.45,4.19,2.21,62.37,0,46.82,27.18,3.61,195.18,0,0,9.85,62.3,3.25,14.51,52.05,0,433.24,82.87,4.25,9.99,58.6,0,55.27,2,0,6.58,2071.37,0,15.27,0,0,13.65,21.71,3.28,39.59,6.53,0
 96-106,0,0,1.91,2.57,734.94,23.89,1.74,69.99,0.68,61.89,37.38,19.3,306.24,0,3.49,10.92,100.04,0,40.19,66.82,0,632.1,131.54,32.56,3.27,146.34,0,83.51,9.41,0,12.82,2010.12,0,5.68,1.3,0,10.94,32.76,19.53,66.35,18.27,10.97
108-118,0,0,1.53,3.82,943.92,3.58,13.37,48.09,0,97.1,31.91,16.8,400.34,0,1.28,12.16,120.73,2.47,20.58,100.54,0,809.78,77.58,23.06,11.9,165.37,0.5,58.13,15.66,0,29.97,2133.09,0,9.3,0,0,8.39,49.02,14.21,55.78,1.99,6.32
120,0,0,0,3.17,492.84,1.56,2.16,47.57,0,52.71,25.59,50.82,225.67,0,0,4.51,60.14,5.79,28.04,105.77,0,484.92,62.58,0,14.19,232.56,0,10.44,16.82,0,28.65,1017.26,0,8.24,0,0,0,25.48,27.43,144.19,0,0
