stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.53,2573.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.14,0,0,0,0,0,0,0,0,0,0
  5-6,106.9,997.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.39,0,0,0,6.9,0,47.72,0,0,0,0,0,0,0,0,0,0
  7-9,54.14,21.78,0,24.31,0,0,0,48.18,0,0,0,0,0,12.08,0,0,0,0,0,0,0,0,0,0,0,674.5,48.37,0,0,235.69,0,3.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,55.08,0,56.76,0,25.21,0,163.64,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,1047.46,51.26,0,0,190.41,0,0,0,75.24,0,3.87,4.47,0,0,0,0,0
 14-21,0,0,0,9.89,30.38,38.42,0,23.72,0,0,0,14.22,3.64,0,0.92,1.73,3.98,0,0,0,3.72,40.51,0,0,26.78,343.1,0.81,0.84,6.42,12.3,0,5.86,2.06,1.68,25.02,21.96,134.15,0,0,7.59,0,0
 24-34,0,0,1.37,0,11.51,3.52,0,73.4,1.69,2.86,0,17.47,0,0,4.6,2.96,0.68,0,0.65,0.68,2.36,62.92,0.93,0,17.48,858.85,2.4,11.61,8.71,0,0,18.5,0,0.64,20.78,9.64,146.82,0,0,14.26,0,0.63
 36-46,0,0,0,0.56,23.22,0.57,0,159.45,5.32,6.67,0,28.91,0,1.26,6.04,1.87,0,0,6.49,0,10.44,86.29,0,0,15.99,1297.95,5.48,8.13,6.32,0,4.12,1.07,0,0,29.51,0,243.65,0,0,10.87,0,5.19
 48-58,0,0,0,0,9.7,0.39,0,341.62,2.85,22.16,1.2,91.16,0,0.75,1.03,4.93,0.44,2.79,7.37,2.62,9.13,134.13,0.49,0.73,29.73,1335.59,0.59,3.54,9.76,0,0,0.5,0,0,3.88,0,207.08,0,0,19.78,0,0.81
 60-70,0,0,2.2,0,23.19,0,0,367.76,3.23,16.46,0.91,92.55,2.01,0,3.58,9.46,0,0,5.47,0,0,348.08,0,3,10.01,894.72,0,6.75,5.73,0,7.85,5.44,0,0,11.86,0,134.09,0.77,2.43,14.04,1.92,3.46
 72-82,0,0,1.57,0,22.1,0.61,0,175.72,2.34,1.75,1.94,72.54,9.17,0,6.32,33.5,0.62,2.44,4.89,3.14,7.33,414.01,0,9.52,4.31,517.78,0.53,8.68,4.86,0,0,4.34,0,0,8.47,0,31.79,4.58,9.9,23.44,4.39,0
 84-94,0,0,0,0,22.24,2.94,0,142.52,3.75,3.83,1.32,72.46,14.43,0,3.56,30.36,6.43,5.85,3.81,3.17,16.03,494.71,0,5.01,4.89,423.17,0,13.89,8.54,0,0.91,14.96,0,1.09,4.37,0,49.44,8.18,3.65,39.22,14.06,4.94
 96-106,0,0,0.74,0,22.31,3.8,0.97,114.76,0.96,5.51,0,59.93,6.41,0,7.3,39.02,0.9,0.75,5.31,0,9.08,304.71,0,4.6,3.82,331.45,0,12.24,1.11,0,4.44,21.68,0,0.69,15.1,0,19.61,13.58,5.59,30.76,18.39,5.74
108-118,0,0,0.79,0,36.27,2.72,2.57,171.82,6.81,1.69,4.98,85.48,8.38,0,6.41,39.65,1.73,6.55,19.1,2.49,9.59,480.86,0.54,7.73,8.46,427.39,0.47,13.9,4.57,0,5.42,9.89,0,0,21.35,0,32.61,19.34,21.71,23.78,8.52,0.5
120,0,0,0,0,49.84,5.72,0,182.41,21.74,1.62,15.38,231.35,8.27,0,15.81,42.85,10.39,8.52,13.89,0,1.61,663.56,0,59.07,6.35,462.76,0,13.6,9.03,0,26.32,7.78,1.12,1.02,3.59,0,15.28,13.69,11.12,38.72,23.15,0
