stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,680.09,11538.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,664.96,9796.84,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.96,27.95,0,0,96.08,0,76.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,85.54,211.82,0,228.87,0,0,0,891.65,0,0,0,0,111.14,0,0,0,0,0,0,0,0,0,0,0,6329.25,179,0,0,1513.49,0,4.16,52.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,206.91,0,260.93,0,37.5,0,918.82,0,0,0,0,33.53,0,0,0,0,0,7.47,0,0,0,0,0,8029.4,114.48,0,0,2124.63,0,0,36.37,17.78,284.04,0,13.7,12.08,0,0,0,0,0
 14-21,0,0,1.32,32.46,295.92,83.17,0,299.23,1.44,0,84.64,18.85,0,6.19,1.05,16.02,1.5,1.12,0,0,209.54,0,0,171.61,3394.86,67.66,16.75,40.55,61.69,0,38.24,2.96,246.54,14.82,0.95,168.86,938.09,0,0,13.41,0,0
 24-34,0,0,0,15.43,92.96,55.14,0,505.94,1.33,2.58,56.1,8.33,1.15,6.15,2.15,6.51,4.53,6.48,6.74,0,431.12,3.83,0.89,154.95,2787.19,11.4,12.68,21.22,1,0,101.11,0,1.03,7.31,0,13.97,612.33,0,0,61.58,0,11.31
 36-46,0,0,0,1.3,64,13.17,0,464.98,4.85,0,47.58,4.22,0,5.15,13.17,23.81,3.76,4.77,2.23,0,254.42,1.19,7.51,87.5,1210.94,5.02,1.49,12.25,0,0,89.55,0,0,3.34,0,0,251.58,0,0,36.4,0,24.18
 48-58,0,0,0,0.42,25.47,4.61,0,363.37,6.77,7.05,46.35,7.34,0,5.43,22.63,0.88,3.25,1.99,3.51,0,216.82,0,6.5,74.11,553.65,8.2,1.21,2.19,0,0,11.88,0,0,1.07,0,0,65.31,0,0,17.3,0,14.45
 60-70,0,0,0,0,48.15,2.71,2.15,202.13,8.68,1.96,56.5,5.38,0,0,6.94,0,11.23,0.59,2.89,7.55,176.71,0,8.13,18.95,294.23,8.3,2.94,11.67,0,0,7.15,0,0,0,0,0,14.89,0,0.94,16.95,0,11.57
 72-82,0,0,0.49,0,17.52,1.7,0,92.06,0.7,6.17,45.66,6.51,0,5.81,2.51,1.21,6.03,0.68,3.73,0,150,0.58,3.93,33.34,221.04,0.5,0.73,3.62,0,1.03,10.58,0,0,0,0,0,1.64,0,3.42,16.74,0,3.34
 84-94,0,0,0,0,44.52,0.79,0,100.47,3.6,3.53,44.1,10.02,0,3.97,13.57,1.88,5.43,5.97,3.94,7.21,135.36,0,10.93,35.84,180.99,3.64,2.7,0.92,0,2.68,14.88,0,0,3.12,0,0,1.64,0.81,0,20.61,1.77,9.88
 96-106,2.68,0,0,0,27.53,3.73,0.77,70.64,1.23,8.08,46.91,9.98,0,1.86,2.01,0,9.22,2.41,3.43,0.98,143.06,0,2.59,16.56,149.57,0,1.13,6.79,0,4.87,16.9,0,0,0,0,0,6.92,1.98,0,24.98,2.23,4.9
108-118,0,0,0,0,39.13,1.86,0.82,63.9,0.65,3.04,52.71,10.23,0,1.49,10.19,0.43,17.06,0.6,3.62,2.25,137.33,0.48,4.96,20.88,205.31,5.27,3.13,9.13,0,3.08,16.67,0,0,3.31,0,0,2,2.91,0.63,39.15,1.02,6.1
120,0,0,0,0,61.32,12.33,0,69.68,3.52,1.82,72.09,8.12,0,0,16.34,1.94,5.23,1.12,7.55,0,161.71,1.12,2.4,28.36,142.37,0,8.84,1.43,0,0,8.39,0,0,3.88,0,0,0,0,2.2,30.42,2.27,10.98
