stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  3-4,64.76,0,0,0,0,0
  5-6,8.56,0,0,9.31,0,0
  7-9,0,0,0,6.6,0,0
 10-12,0,0,0,0,4.79,0
 14-21,0,0,0,0.84,0,0
 48-58,0,0.69,0.49,0,0,1.11
