stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,845.95,17974.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,553.36,6299.66,0,33.5,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,164.22,73.1,0,0,30.2,0,90.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,133.6,72.3,0,176.65,0,0,272.41,0,0,0,0,0,79.65,0,0,0,0,0,0,0,0,0,0,0,1907.4,273.58,0,0,935.03,0,3.29,68.9,0,0,0,0,0,0,0,0,0,0
 10-12,0,207.69,0,454.32,0,21.22,146.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655.83,723.12,0,0,1885.24,0,9.94,25.9,13.73,176.55,0,13.9,9.81,0,0,0,0,0
 14-21,0.93,0,2.34,96.85,3717.84,174.31,459.14,0,73.27,0,95,81.15,5.62,28.42,1.07,12.55,2.86,0.84,15.42,11.18,1186.76,11.66,0,1229.14,4974.07,1781.84,1.69,141.51,284.47,0,24.52,20.72,1054.49,38.83,24.7,1140.99,1819.35,0,0,36,0,6.92
 24-34,0.88,0,0.75,40.22,1121.73,30.33,457.62,0,227.89,82.5,197.67,13.44,2.08,19.37,0.88,6.76,9.92,20.38,7.98,17.65,1742.74,14.32,0.69,1110.27,4788.84,532.22,15.9,92.22,1,5.65,89.41,1.29,6.61,7.59,9.24,223.08,1327.03,0,0,130,0,21.04
 36-46,0,0,0,2.51,351.33,4.77,276.94,11.45,127,234.74,199.68,14.29,0,18,2.07,4.83,13.76,6.88,2.44,32.1,1647.51,14.87,19.42,602.75,2158.35,294.57,0.59,81.88,0,1.98,135.27,1.17,4.72,17.35,2.77,2.23,727.56,0,1.37,60.91,0,30.23
 48-58,0,0,0.42,0.5,179.59,2.7,204.33,4.63,120.07,199.1,276.68,1.96,0,14.95,0.55,1.28,10.32,7.93,7.28,8.19,2145.38,9.15,31.18,313.2,841.42,211.89,2.13,67.22,0,1.83,60.63,0.65,0,3.86,2.57,0,323.71,0,2.95,32.67,0.5,28.12
 60-70,0,0,0,0,97.61,0,159.49,1.94,110.55,153.05,273.01,0,0,10.82,2.38,3.89,24.97,3.21,8.01,10.36,2340.42,5.52,37.6,143.1,449.99,84,0,56.62,0,4.16,27.93,0,0,12.41,3.56,0,85.84,0,32.16,28.25,13.18,39.71
 72-82,0,0,1.21,0,62.68,1.46,166.28,2.41,47.19,179.23,297.86,6.1,0,14.15,0,1.08,2.64,9.16,5.96,3.45,2370.47,7.52,30.8,152.1,232.44,46.24,17.29,47.52,0,9.83,25.7,0,0,3.22,1.07,0,18.92,4.55,46.71,49.3,40.45,40.56
 84-94,0,0,0,1.04,119.91,4.68,215.4,4.94,47.09,107.11,192.03,11.4,0.64,12.14,1.4,11.06,14.76,7.96,2.08,7.03,2242.16,8.75,73.2,133.18,287.14,46.36,1.88,49.17,0,10.84,43.7,1.4,0,4.94,1.26,0,44.02,0.81,53.02,32.54,58.81,7.79
 96-106,0,0,0,0,123.67,2.27,179.15,2.97,21.01,111.47,288.28,10.62,0,11.46,8.44,6.02,8.54,24.62,16.26,7.61,1610.88,8.16,51.83,84.78,256.86,39.99,6.53,67.13,0,10.78,17.97,0,0,4.69,0,0,38.72,1.33,34.6,65.57,59.71,8.84
108-118,0,0,0,0.49,87.96,1.18,119.38,3.65,35.28,85.27,255.36,9.85,0,7.29,3.7,8.38,32.28,15.37,5.04,7.72,1561.95,3.91,42.64,89.45,324.01,45.59,0.95,49.26,0,38.77,35.54,0,0,3.83,0.43,0,9.4,4.52,32.07,34.51,31.8,13.74
120,0,0,2.96,1.28,80.02,2.85,129.48,1.06,22.4,62.4,212.75,2.93,0,11.99,12.53,8.71,14.21,2.64,1.02,1.96,1018.15,2.65,14.87,72.82,303.67,67.24,0,30.35,0,3.82,45.38,0,0,0,0,0,2.14,1.81,39.09,43.74,26.19,9
