stage,axial,eye,immune,neural,notochord,otic,paraxial_mesoderm,vasculature
  7-9,10.89,0,0,3.72,0,0,0,0
 10-12,0,0,0,0,12.38,0,4.74,0
 24-34,0,0,0,0.75,0,0,0,0.65
 60-70,0,1.66,0,0,0,0,0,0
 72-82,0,0,0,0,0,2,0,0
 84-94,0,0,0,1.14,0,0,0,0
 96-106,0,0,0.99,0,0,0,0,0
