stage,axial,blastomeres,eye,hatching.gland,mesenchyme,neural,olfactory,spinal.cord
  3-4,17.74,245.7,0,0,0,0,0,0
  5-6,7.01,277.33,0,0,0,22.65,0,0
  7-9,0,0,3.86,4.43,0,7.53,0,0
 24-34,0,0,0,0,0,0,0.67,0
 60-70,0,0,0,0,0,0.95,0,0
 72-82,0,0,0,0,0,0,0,1.36
 84-94,0,0,1.1,0,0,0,0,0
 96-106,0,0,0,0,1.05,0,0,0
108-118,0,0,0,0,0,4.84,0,0
