stage,epidermis,eye,fin.mesenchyme,glial,mesenchyme,muscle,neural,otic
 24-34,0,0,0,0,0,0,1.17,0
 48-58,0,0,0,0,0,0,2.99,0
 60-70,0,2.04,0,3.03,0,0,0,0
 72-82,0,0.52,0,71.72,0,0,2.19,0
 84-94,0,3.79,0,55.83,0,0,9.29,0
 96-106,0,5.58,0,137.64,0,0,3.08,0.57
108-118,2.88,11.94,2.02,134.79,4.6,0.68,1.41,0
120,0,0,0,113.43,3.46,0,16.61,0
