stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,2.48,24.76,937.18,120.09,0,25.17,0,0.87,0,13.71,42.07,0,7.23,2.23,40.69,0,0.93,1.36,0,148.91,2.19,0,104.7,285.62,24.61,1.74,17.2,15.3,0,164.7,4.8,98.42,12.58,53.95,239.34,189.13,0,0,33.01,0,6.35
 24-34,0,3.41,9.81,221.05,10.72,0,21.57,0.74,15.02,6.21,25.93,17.56,0,6.25,13.07,40.23,1.14,3.28,2.64,6.3,252.74,16.22,0,138.2,534.83,11.22,54.04,7.42,0,2.13,514.58,1.06,0,19.03,3.54,37.69,201.94,0,0,114.37,0,19.2
 36-46,0,0,0.67,74.23,10.11,0,52.01,0.87,35.55,17.42,91.69,3.14,0,19.57,32.94,20.94,12.75,4.69,0.78,5.03,387.14,17,15.17,116.32,783.91,3.31,51.96,10.58,0,0,917.06,2.07,0,7.19,4.33,0,193.94,0,0,59.34,0,21.35
 48-58,0,0.42,0,96.16,7.53,0,92.75,10.16,30.52,35.38,100.91,3.26,1.52,23.08,76.18,24.61,4.87,7.34,2.84,17.69,351.39,25.74,12.24,90.19,537.53,7.91,59.29,15.59,0,1.68,798.08,0,0,2.85,2.86,0,102.85,0,1.52,57.12,0,68.85
 60-70,0,1.29,0,143.33,21.15,0,218.09,6.39,86.1,25.42,188.72,22.75,5.07,14.9,166.01,19.83,13.86,16.99,18.92,17.67,571.96,24.91,29.32,76.82,478.76,1.99,67.06,28.4,0,9.92,959.33,0,0,4.01,2.6,0,60.07,3.97,8.33,77.72,8.49,88.31
 72-82,0,23.05,2.13,183.28,126.61,0,126.25,8.8,75.43,28.91,323.72,65.64,0,19.71,259.55,44.21,17.81,28.23,2.54,12.76,848.75,82.16,41.7,94.15,600.8,0,167.6,36.31,0,16.88,1209.67,0,0,10.32,0.57,0,57.25,26.76,20.14,152.55,35.75,42.86
 84-94,0.62,23.81,3.67,351.88,163,3.63,152.08,6.11,161.81,25.18,201.91,124.42,3.81,16.83,378.35,83.24,29.08,33.96,12.56,20.14,657.89,62.93,47.38,85.1,456.03,4.97,135.34,34.72,0,11.33,2956.96,0,0,25.57,2.15,0,52.08,73.84,17.71,173.05,35.31,28.64
 96-106,0,17.78,6.31,800.76,227.02,3.15,275.13,13.74,251.58,42.55,338.25,275.52,0,59.94,501.55,169.13,80.51,78.86,66.32,30.29,994.18,150.15,76.7,77.27,720.09,2.54,309.07,65.4,0,45.89,5326.53,3.82,0,21.2,4.68,0,41.89,211.12,25.36,268.76,58.76,59.52
108-118,0.67,14.9,10.62,974.77,123.63,8.76,207.41,9.59,381.12,38.47,419.77,364.55,0,19.1,488.71,205.24,87.7,63.1,76.64,52.97,1184.31,170.57,81.46,79.31,695.41,7.08,217.49,72.75,0,70.32,4532.04,0,0,25,3.33,0,41.34,228.35,42.46,258.77,47.98,110.68
120,5.13,12.06,0,812.96,173.76,4.07,158.28,31.22,260.01,26.65,378.68,267.04,0,47.48,616.47,173.56,62.67,32.26,22.55,5.53,1147.7,66.8,105.02,80.13,708.75,20.59,159.67,83.46,0,67.33,2863.08,0,0,29.87,3.26,0,45.51,140.79,35.13,274.91,56.61,34.88
