stage,erythrocytes,eye,glial,mesenchyme,mural.cell,neural,pericytes,periderm,spinal.cord
 14-21,0,0,0,0,0,0,0,0,2.38
 24-34,0,0,0,0,0,4.53,0,2.5,0
 36-46,0,1.92,0,0,0,25.76,0,0,2.07
 48-58,0,6.5,0,2.74,1.66,32.16,0.47,0,1
 60-70,0,17.72,0,3.43,0,26.14,0,0,0
 72-82,0.84,7.37,0,0.66,0,39.91,0,0,8.29
 84-94,0,0,0.7,0,0,6.78,0,0,1.09
 96-106,4.68,3.62,0,2.42,0,36.68,0,0,0
108-118,0,3.72,0,0,0,3.63,0,0,0
120,0,0,0,0,0,8.18,0,0,0
