stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,112.18,1530.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.35,0,0,0,0,0,0,0,0,0,0
  5-6,20.34,702.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.58,0,0,0,8.03,0,15.84,0,0,0,0,0,0,0,0,0,0
  7-9,4.39,14.7,0,10.56,0,5.98,0,47.7,0,0,0,0,0,9.64,0,0,0,0,0,0,0,0,0,0,0,365.9,12.41,0,0,106.12,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.69,0,39.03,0,0,0,48.32,0,0,0,0,0,13.65,0,0,0,0,0,0,0,0,0,0,0,304.89,28.2,0,0,203.87,0,0,0,0,61.44,0,0,0,0,0,0,0
 14-21,0,0,0,3.34,31.21,11.77,0,17.31,0,0,0,16.21,0,0,0.89,0,0,0,0,1.19,0,22.57,0,0,21.4,289.45,25.09,8.07,5.56,15.36,0,2.85,0,71.1,0,17.75,88.73,152.48,0,0,0,0
 24-34,0,0,0,3.21,9.19,0,0,50.63,0.68,0,1.88,27.87,0,0,0,2.05,0,0,2.17,1.27,1.54,45.07,0,0.89,15.83,350.33,2.63,37.75,8.38,0,0,0.61,0,1.15,3.48,3.85,29.29,123.58,0,11.16,0,1.65
 36-46,0,0,1.35,0,6.5,0,0,45.43,0,0,0.64,20.62,0,0,0.93,1.68,0,0,3.34,0.89,0.86,35.62,0,1.73,18.61,277.62,0,27.48,0.69,0,0,3.6,0,0,9.98,0,0,83.19,0,0.87,0,0
 48-58,0,0,0,0,2.28,0,0,39.6,0.44,0.4,0,27.93,0.41,0,0,0.5,0,0,0,0,0,17.09,1.5,2.54,10.13,185.11,9.51,30.81,2.75,0,0,0.45,0,0,1.56,3.07,0,73.75,0,1.86,0,1.12
 60-70,0,0,0,0,4.38,0,0,88.9,0,0,0,39.45,0,0,0,1.62,0,0,0,0,0,16.67,0,2.1,8.41,101.95,1.83,34.25,2.61,0,0,0,0,0,0.98,0,0,69.79,0,0,0,0
 72-82,0,0,0,0,3,0,0,146.15,0,0,0,65.6,0,0,0,4.65,0,0,0,0,0,22.63,1.09,1.46,2.23,94.56,0.89,58.95,5.8,0,0,0,0,0,1.06,0,0,41.72,0.52,0,0,2.21
 84-94,0,0,0,1.01,2.24,0,0.76,165.26,0,0,3.2,41.76,0,1.55,0,1.57,0,0,0,0.83,0,15.15,0,0.92,2.38,53.38,0.56,51.71,17.1,0,0,2,0,0,4.15,0,0,19.43,0,0,0,4.52
 96-106,0,0,0,1.07,4.37,0,0,179.57,2.67,0,0.62,57.43,1.41,0,0,4.41,0.66,2.85,4.28,0,0,19.99,1.69,0,7.3,101.82,0.57,96.8,9.87,0,0,2.82,0.64,0,3.77,0,0,20.77,0,0,0,0
108-118,3.95,0,0,2.06,2.43,2.23,0,171.53,1.14,0,1.75,67.29,0.73,0,0,1.72,0,0,2.9,0,0,34.77,0,3.65,4.09,72.94,1.92,51.55,13.44,0,1.28,0.55,0,0,4.4,0,0,19.52,0,0,0.48,0
120,0,0,0,0,23.35,0,0,228.05,4.84,0,0,68.41,0,0,0,6.25,2.21,0,0,0,0,14.54,0,0,5.1,115.61,2.23,94.67,13.66,0,0,0,0,0,3.74,0,0,31.78,0,0,1.05,0
