stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,41.23,83.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.58,374.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.54,5.5,0,8.26,0,0,0,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,0,0,0,23.73,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.66,0,35.48,0,35.34,0,22.54,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,507.43,8.1,0,0,25.91,0,0,0,0,0,0,8.83,0,0,0,0,0
 14-21,0,0,0.82,20.76,371.23,10.12,0,12.56,0,0,0,265.8,2.12,4.03,9.82,0,8.21,0,0,0,0,4.24,3,0,5.78,1594.69,14.16,0,0,0,0,151.11,1.83,19.48,2.31,4.9,1682.31,0,0,2.91,0,0
 24-34,0,0,1.3,8.33,812.49,0.79,0,30.05,0,49.64,0.84,574.19,4.38,3.01,48.54,1.85,36.71,0,0,0,3.92,13.49,12.99,0,3.66,1648.56,7.92,0.77,2.26,0,0,556.69,0,17.83,0.63,1.09,1391.39,0,0,32.36,0,0
 36-46,0,0,0,0,518.19,0,0,31.72,0,93.28,1.09,264.66,1.9,0,17.14,0,26.43,0,0,0,1.58,5.7,10.2,0,2,752.97,0,0,0,0,0,780.2,0,4.76,0,0,338.16,0,0,2.39,0,1.87
 48-58,0,0,0,0,407.9,1.85,0,60.94,0,139.16,0,166.81,0.49,3.2,40.62,0,2.9,0,0,0,5.43,7.61,15.66,0,4.5,358.25,0,0,0,0,0,326.38,0,2.26,0,0,183.8,0,0,13.13,0,0
 60-70,0,0,0,0,418.19,0,0,607.23,0,104.86,0,181.21,1.37,0.59,43.62,0,10.47,0,0,1.2,0,37.59,17.23,0,1.44,332.94,0,3.03,0,0,1.13,379.62,0,0.63,0,0,56.43,0,0,1.41,0,0
 72-82,0,0,0.87,0,288.56,4.77,0,1562.89,0,78.7,0,331.41,0.63,1.86,42.1,0.58,5.23,0,0.79,0,0,90.12,12.37,2.55,1.71,252.94,0,1.62,7.96,0,2.35,192.5,0,0,0,0,82.05,6.34,0,8.48,0,0
 84-94,0,0,0,0,627.17,0,0,1504.12,0,158.73,0,186.12,6.69,5.86,54.48,0.7,13.5,0,2.31,0,0,106.12,15.66,1.17,3.96,222.16,0,0,5.52,0,0,446.34,0,0.62,0,0,79.89,33.95,0,2.78,1.91,0
 96-106,0,0,0,0,663.04,7,0.98,854.15,0,124.95,1.88,298.61,11.55,0,51.72,0,13.12,1.99,4.38,0,0,96.77,31.45,1.41,1.29,221.22,0,6.18,5.51,0,0,444.87,0,0,0,0,49.19,81.5,2.88,3.37,6.01,0
108-118,0,0,0,0,676.78,2.12,1.12,664.19,0.42,217.34,5.95,313.19,29,2.74,45.06,0,6.41,0,0.47,10.28,0,144.22,11.66,2.05,1.8,196.39,0.43,0,5.79,0,0,321.46,0,1.33,0,0,26.52,106.21,0,4.28,0,0
120,0,0,0,0,636.86,3.44,1.6,435.92,0,117.44,0,359.81,4.24,0,33.52,2.75,12.65,0,0,0,0,202.88,49.85,0,0,264.01,2.06,0,0,0,0,277.95,0,1.22,0,0,81.66,70.72,0,0,0,0
