stage,eye,fin_mesenchyme,glial,mesenchyme,neural,periderm,spinal_cord
 24-34,0,0,0,0,8.54,0.73,0
 36-46,0,4.4,0,0,1.5,0,0
 48-58,0.39,0,0.42,0,18.66,0,1.84
 60-70,2.82,0,0,0,10.14,0,0
 72-82,9.06,0,0,4.7,18.4,0,9.6
 84-94,0,0,0.92,0,0,0,0
108-118,2.06,0,1.28,1.92,9.52,0,0
120,0,0,0,1.37,11.36,0,0
