stage,eye,neural,spinal.cord
 24-34,0,2.11,0.99
 36-46,1.94,3.61,0
 48-58,0,13.79,0
 60-70,0.57,1.03,0.67
 72-82,0.49,3.56,0
 96-106,2.42,0,0
120,0,4.52,0
