stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,56.69,729.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.16,0,0,0,0,0,0,0,0,0,0
  5-6,14.54,330.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37,0,0,0,0,0,0,0,0,0,0
  7-9,5.9,0,0,4.07,0,0,0,0,0,0,0,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,25.97,0,0,0,11.42,0,0,5.74,0,0,0,0,0,0,0,0,0
 10-12,0,34.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.49,0,0,0,70.12,0,0,0,4.75,19.94,0,0,0,0,0,0,0
 14-21,0,0,0.82,4.58,235.16,2.41,0,35.78,0,0,0,2.27,2.54,4.04,0,0,4.42,0.96,0,0,8.76,24.46,0,0,12.1,329.15,8.84,0,0,2.84,0,1.01,0,8.3,1.95,8.39,47.03,0,0,0,0,0
 24-34,0,0,0,2,123.23,0,0,62.32,0,16.16,0,2.27,2,0,4.22,0.6,4.84,2.72,0,3.56,54.81,47.26,1.28,0,14.56,364,0,1.25,3.74,0,0,1.83,0,0,4.03,0,47.6,0,0,28.21,0,10.62
 36-46,0,0,0,0.63,90.18,0,0,50.33,0,22.19,0,31.7,0,5.05,4.43,0,2.89,0,0,2.72,76.79,31.49,1.5,3.52,9.57,194.42,0,1.6,1,0,2.1,4.76,0,0.86,0,0,42.82,0,0,2.54,0,16.1
 48-58,0,0,0,0,56.46,0,0,93.61,0,52.21,5.38,49.68,0,3.74,1.23,1.02,1.43,2.09,0.97,0,48.53,44.31,3.9,2.56,4.93,165.16,1,0,1.73,0,0.47,9.48,0,0,0,0,29.76,0,1.05,6.12,0,18
 60-70,0,0,0,0,59.19,0,0,104.37,0,22.54,0,268.68,0,0.97,2.53,0,1.58,3.9,0,0,23.38,49.17,0,15.82,5.2,198.26,10.11,2.91,0,0,0.71,5.58,0,0,0,0,61.21,0,8.16,5.54,0,24.76
 72-82,0,0,0,0,51.46,0,0,128.04,0,28.35,5.2,435.14,0,2.18,1.08,5.92,1.02,0,0,0,28.97,147.88,2.57,35.62,3.69,308.18,1.76,5.33,4.87,0,3.2,0,0,0,0.66,0,37.94,0,10.95,8.72,10.69,20.36
 84-94,0,0,0,0,100.03,1.53,0,141.12,0,46.65,0,314.55,0,2.96,2.23,1.56,0,2.73,2.13,1.17,51.57,153.59,0,38.04,2.61,233.31,0,1.39,0.66,0,0,12.64,1.4,0,0,0,9.87,0.9,4.7,10.81,22.39,11.86
 96-106,0,0,0,0,98.58,0,0,146.12,1.34,61.96,13.61,498.7,0,0,0.73,1.47,3.09,14.12,2.91,6.83,32.59,135.47,7.08,31.96,21.25,282.01,0,6.46,5.12,0,0,0.63,0,0,0.71,0,8.73,2.33,9.11,11.46,28.85,12.56
108-118,0,0,0,0,145.5,0,0.44,131.7,0,86.09,5.41,418.96,2.27,0,0,2,3.12,13.1,0.47,3.86,65.33,146.23,1.06,20.67,6.93,321.45,0,5.48,2.86,0,12.24,2.99,0,0,0,0,22.55,1.79,10.85,9.25,10.89,14.8
120,1.19,0,0,0,174.85,0,0,87.25,0,113.84,2.41,414.64,0,0,7.19,8.83,9.27,3.04,2.85,28.37,17.7,162.33,0,76.9,2.97,310.32,0,1.54,9.01,0,19.49,7.9,0,0,0,0,7.01,0,15.95,0,37.82,0
