stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,75.8,1119.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.46,0,0,0,0,0,0,0,0,0,0
  5-6,232.61,2327.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.77,6.07,0,0,35.02,0,32.56,0,0,0,0,0,0,0,0,0,0
  7-9,103.99,184.84,0,129.47,0,0,0,322.75,0,0,0,0,0,107.85,0,0,0,0,0,0,0,0,0,0,0,2853.48,117.91,0,0,1207.05,0,0,61.31,0,0,0,0,0,0,0,0,0
 10-12,0,85.79,0,97.85,0,57.01,0,278.03,0,0,0,0,0,16.41,0,0,0,0,0,0,0,0,0,0,0,2271.18,53.79,0,0,941.29,0,0,4.37,0,97.8,0,16.25,0,0,0,0,0
 14-21,0,0,0,6.58,73.64,17.96,0,16.22,0,1.22,0,14.87,8.86,0,1.78,0,0,0,0,0,0,62.49,0,0,40.24,554.71,49.21,0,13.29,15.73,0,0,0.9,113.37,2.87,90.42,218.59,165.37,0,4.32,0,0
 24-34,0,0,0.97,3.54,20.75,0,0,55.27,0.68,4.8,3.44,20.29,0.61,0,0,0,0,0,0.75,0,7.67,89.18,0,0,35.75,919.26,2.91,0.63,5.7,0,0,0,0,0,0.84,4.09,22.41,239.58,0,21.58,0,5.02
 36-46,0,0,0,0,3.91,0,0,110.15,0,0,0.8,45.5,0.95,0,2.07,0,0,0.94,0,1.93,24.61,147.43,0,4.28,33.72,732.56,1.14,0.68,9.96,0,0,0,0.81,0,9.88,3.35,0.83,222.08,0,12.07,0,3.1
 48-58,0,0,0,0,24.66,2.22,0,93.67,0,0.39,10.24,43.59,0,0.49,7.83,0.85,0.37,0.94,0.42,0,21.52,178.6,1,3.58,35.09,361.43,1.44,0.46,5.67,0,0,0,0,0,2.73,0.58,0,118.73,0,3.05,0,0.42
 60-70,0,0,0.62,0,3.95,0,0,67.18,0,4.83,3.5,40.56,4.14,0,0.93,0,0,0.67,0,0,16.01,166.05,0,3.61,18.69,199.98,0,0,7.69,0,0,0,0,0,1.17,0.86,0,30.25,1.61,1.3,2.7,1.44
 72-82,0,0,0.68,0,3.63,0,0,19.54,0.59,0,13.12,41.03,0,0,0,0,0,3.72,2.05,0.62,13.23,178.54,0,9.23,25.13,121.56,1.46,1.28,2.33,0,3.87,0.59,0,0,0,0,0,9.64,6.44,15.57,4.18,5.95
 84-94,0,0,0.84,0,10.08,0,0,32.12,1.81,0,2.47,20.49,0.57,0,0.79,0.75,1.11,3.41,1.11,0,7.85,100.89,0,7.82,8.61,87.64,0,0,4.16,0,0,0,0,0,0,2.29,0,18.03,0,1.48,4.88,4.65
 96-106,0,0,0,0,5.45,2.92,0,28.68,0.67,0.63,3.96,16.37,0.69,0,0,0.69,0,1.02,0.63,0,4.5,103.82,2.28,9.96,10.01,86.99,0.85,0,4.66,0,1.94,0,0,0,0.57,0.64,0,1.66,4.51,1.72,8.04,0.75
108-118,0,0,0,0.74,3.42,0,0.98,45.04,0.49,0,1.98,28.8,0.49,0,0,0,2.7,8.38,0.92,1.34,3.45,109.55,0.77,3.17,10.86,92.29,0.67,0,1.01,0,0.95,0,0,0,0.72,0,0,1.02,0.88,0.88,2.42,7.48
120,0,0,0,0,8.98,0,0,54.31,0,0,0,12.08,1.45,0,0,0,0,0,0,0,1.45,68.95,0,0,17.47,115.5,0,0,5.48,0,5.29,0,0,0,0,0,0,23.12,0,0,0,0
