stage,eye,mesenchyme,mural_cell,muscle,neural,olfactory,periderm,presomitic_mesoderm,spinal_cord,vasculature
 14-21,0,0.8,0,0,0,0,0,1.05,0,0
 24-34,0,0,0,0.84,0,0,0,0,1.35,0
 36-46,0.57,0,0,0,2.32,0,0,0,0,0.81
 48-58,0,0,0.44,0,1.23,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,1.57,0
 72-82,0,0,0,0,0,0,0,0,0,0.81
 84-94,0,0,0,0,0,1.13,0,0,0,0
 96-106,3.47,0,0,0,0,0,2.6,0,0,0
