stage,epidermis,eye,fin.epithelia,heart,melanocytes,mesenchyme,neural,periderm,presomitic.mesoderm,vasculature
 10-12,0,0,0,0,0,0,18.43,0,0,0
 14-21,0,0,0,0,0.86,0,0,0,0.99,0
 36-46,2.29,1.1,0,0,0,0.78,4.07,0,0,0
 48-58,0.53,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0,0.56
 84-94,0,0,0,0,0,0,0,0.6,0,0
 96-106,0,0,0.66,0.97,0,0,0,0.62,0,0
108-118,0,0,0,0,0,0,0,1.5,0,0
