stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,164.57,1675.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,133.02,2008.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.54,15.57,0,0,18.04,0,31.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.71,63.97,0,79.35,0,0,0,274.46,0,0,0,0,0,50.02,0,0,0,0,0,0,0,0,0,0,0,1754.23,89.17,0,0,530.07,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,65.11,0,89.67,0,0,0,185.19,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,1520.49,46.87,0,0,443.91,0,0,5.62,5.64,43.41,0,0,0,0,0,0,0,0
 14-21,0,0,0,12.37,129.83,23.29,0,70.49,0,0,0,17.7,5.34,0,2.67,0,0,0,0,1.19,0,52.47,0,0,48.21,822.29,8.92,1.54,8.31,15.71,0,6.97,0,105.75,11.94,15.77,83.75,252.44,0,0,1.97,0,0
 24-34,0,0,0,4.71,30.83,2.12,0,121.33,0,2.56,0.84,26.14,2.02,0,1.43,2.07,1.31,0.63,0,7.27,0,108.72,0,0.82,46.66,1075.54,4.31,7.26,7.77,0,0,17.16,0,0,0.88,6.89,14.81,222.31,0,0,33.92,0,0.79
 36-46,0,0,0,0,11.11,0,0,160.59,1.99,5.83,7.15,53.32,0,0,1.32,0.94,0,3.02,0.68,0,9.81,103.73,0,1.49,33.19,968.2,11.59,6.22,1.72,0,0,54.35,0,0,0.67,1.69,0,217.09,0,0,15.93,0,1.41
 48-58,0,0,0,0,18.24,0,0,212.15,6,8.62,3.47,64.5,4.76,0,2.13,6.52,0,0.43,1.94,0,2.91,132.77,0.41,3.25,24.91,706.44,1.81,4.71,4.48,0,0.45,15.39,0,0,1.87,0,0,146.09,0,0,12.72,0,4.11
 60-70,0,0,0.57,0,9.77,0,0,331.09,0.68,8.33,2.83,63.08,5.72,4.94,0.84,0,0,0,0.67,0.87,2.31,104.38,1.01,3.65,6.38,578.74,13.49,3.19,6.07,0,0.66,12.16,0,0,0,0,0,83.84,0,0.71,6.55,4.26,1.07
 72-82,0,0,0,0,12.91,2.18,0,400.62,1.3,1.17,6.31,64.14,2.22,0,0.51,4.17,0,6.28,1.13,0,0,152.24,0,14.68,11.95,570.63,0,8.74,8.37,0,5.17,7.36,0,0,0,0,0,74.75,0,2.08,20.9,4.66,2.83
 84-94,0,0,1.11,0,20.32,0,0,222.35,0,2.11,0.58,76.33,2.39,0,1.74,6.44,0.55,0.75,2.31,1.44,0,131.84,0,6.62,17.01,329.7,0.66,4.82,3.38,0,0,34.22,0,0,0,0,0,35.19,3.4,9.35,21.07,0,2.83
 96-106,0,0,1.36,0,19.97,14.23,0.77,253.01,1.36,1.14,5.99,62.75,2.29,0,0.79,7.83,3.04,0.63,1.84,0.72,0,111.61,2.71,4.2,13.23,291.85,0.8,7.83,6.68,0,7.14,36.48,0,0,0.89,0,0,25.65,0.58,1.93,8.38,7.24,0
108-118,0,0,0,0,31.67,1.42,1.26,187.6,1.14,3.46,14.05,96.84,2.32,0,0,4.1,2.49,5.35,7.55,9.12,3.57,107.93,0.53,1.87,13.96,379.79,1.58,2.25,4.02,0,6.42,18.72,0,0,0.94,0,0,20.91,3.55,0,11.36,2.66,2.06
120,0,0,0,0,37.85,5.62,0,116.94,0,10.18,0,60.76,1.41,0,0,27.04,2.79,0,1.07,0,0,125.76,1.12,9.18,18.63,587.04,3.76,4.24,0,0,0,47.97,0,0,1.22,2.35,0,29.97,0,1.46,10.78,4.27,0
