stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.29,0,0,0,0,0,0,0,0,0,0,0,50.15,0,0,0,0,0,0,0,0,0,0,0,18.03,0,0,0,5.72,0,28.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.83,0,0,0,0,0,0,0,0,0,0,211.97,0,0,0,0,0,0,0,0,0,0,0,26.71,0,0,0,25.59,0,13.09,0,0,0,12.9,0,0,0,0,0,0
 14-21,0,0,0,0,11,256.47,4.22,0,0,0,0,0,9.5,0,0,34.62,0,0,0,0.94,0.99,1.97,0,1.09,31.27,9.02,0.86,4.67,0.99,0,218.72,4.23,6.77,0,4.93,10.75,0,0,1.49,0,0
 24-34,0,0,0.96,0.72,7.94,237.64,6.85,0,1.32,0,1.53,0,10.95,2.12,9.46,60.87,0,2.4,0,0,12.81,8.27,0,3.28,88.07,157.81,6.91,2.04,0,0,547.9,0,5.59,0,1.25,16.33,0,0,6.64,0,5.84
 36-46,0,0,0,0.74,25.32,69.59,16.89,0,16.75,2.07,1.46,0.59,3.59,0,43.5,51.9,0.74,1.29,0,0,29.8,5.21,0,4.35,132.83,181.59,7.83,3.85,0,0,784.6,0,4.54,0,0,38.11,0,0,5.78,0,29.04
 48-58,0,0,0,0,8.8,35.79,61.89,0,15.17,0.93,4.53,0.41,16.36,2.3,7.47,22.82,0.41,2.68,1.44,3.37,83.15,12.76,0,2.2,94.09,99.72,5.46,1.19,0,0,491.22,0,0.98,0,0,14.18,0,0,6.87,0,34.66
 60-70,0,0,0,0,40.27,18.01,225.83,0,2.6,1.7,5.77,4.38,10.49,0,6.42,25.22,0,10.57,0,0,342.94,17.48,1.95,2.42,83.56,31.1,2.74,9.89,0,0,328.61,0,7.68,0,0,12.32,0,13.55,8.04,0,29.81
 72-82,0,0,0,0,21.22,76.72,421.46,1.37,6.14,0.56,8.16,11.65,3.14,0.9,13.22,50.78,0,5.21,0.62,0,412.04,15.84,1.71,4.23,80.94,13.21,0,1.61,0,0,158.01,0,0,0,0,1.06,2.85,12.24,3.11,0,6.04
 84-94,0,0,0,1.01,58.09,93.83,391.68,0.56,6.43,2.83,1.66,13.99,10.14,0.97,14.29,49.43,3.68,5.15,0,2.97,444.94,35.79,5.43,3.55,49.42,23.09,12.66,2.92,0,0,574.8,0,0.7,0,0,0,0,27.75,14.1,0,8.79
 96-106,0,0,0,0,53.93,92.15,522.33,1.41,11.21,2.74,6.42,16.33,2.38,1.67,33.96,72.24,1.9,9.15,15.69,0,207.58,42.68,0,6.76,146.57,13.72,7.82,2.85,0,0,653.27,0,2.72,0.6,0,10.07,14.83,19.7,9.58,1.88,24.07
108-118,0,0,0.79,0.49,79.49,81.06,526.18,0,20.02,1.93,22.52,40.57,0,0.63,32.93,94.66,4.72,11.17,3.42,2.78,135.11,61.88,4.3,2.97,115.62,12.92,15.19,1.48,0,3.01,787.32,0,0.92,0.43,0,5.22,7.41,22.41,12.06,8.73,11.31
120,0,0,0,0,50.34,56.96,724.38,0,38.04,5.25,15.87,18.51,0,11.6,33.45,61.39,2.61,8.07,3.44,0,110.43,38.84,10.79,3.91,55.18,27.59,14.38,0,0,0,296.88,0,4.05,0,0,0,0,45.99,9.37,0,10.22
