stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,225.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,31.19,74.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48,0,0,0,127.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,156.48,0,741.68,0,0,7.37,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,5462.32,517.31,0,0,8925.42,0,22.31,6.56,14.27,1218.11,0,15.71,39.37,0,0,0,0,0
 14-21,0,18.52,0,36.13,2958.03,394.68,10.8,0,22.7,0,223.56,287.95,0,1.52,0,3.63,0,0,0,3.92,434.92,3,0,181.88,736.13,599.87,6.91,3.72,1130.49,0,21.94,0.91,1939.64,102.29,40.71,734.56,3467.68,0,0,47.04,0,0
 24-34,0,0,0,3.71,166.24,12.98,47.24,5.14,44.55,0.63,258.55,51.91,0,0,0,1.87,4.05,1.26,0,41.26,521.38,0.62,0,277.79,548.08,36.17,2.04,0,0,0,9.74,0,2.63,8.09,52.87,204.65,2331.09,0,0,229.57,0,14.63
 36-46,0,0,0,1.08,39.04,1.78,21.28,21.91,38.71,21.09,182.49,11.23,0,0,0,0,7.19,0,0,29.29,661.27,6.79,14.4,209.08,532.3,40.78,1.6,0,0,0,7.76,0,4.14,1.52,24.4,4.29,3871.58,0,0,113.66,0,22.84
 48-58,1.28,0,0,0,24.43,0.82,98.58,7.67,16.8,48.37,205.26,8.7,0,0,1.24,0.39,2.98,0.41,2.62,30.11,570.75,1.91,30.05,182.19,500.36,15.65,2.34,0,0,0,3.55,0,0,1.92,4.46,0,4011.89,0,0.42,68.56,0,10.53
 60-70,0,0,0,0,25.16,0,70.43,2.4,19.88,70.18,227.11,9,0,0,0,0,6.73,0,0,12.38,424.62,0,16.49,87.3,322.17,16.69,0,0,0,0,19.93,0,0,4.65,2.9,0,3455.89,0,2.66,54.11,1.49,51.21
 72-82,0,0,2.28,0,25.24,2.46,93.1,2.16,13.86,48.35,263.03,31.3,0,0,2.25,0.53,20.68,0,4.08,1.94,753.71,1.16,58.64,125.45,322.8,15.19,0,2.07,0,0,13.62,0,0,2.01,3.26,0,2101.04,1.21,11.48,101.28,14.28,33.35
 84-94,11.09,0,16.85,0,60.11,0,130.6,1.71,33.4,25.05,230.14,54.17,0,0.97,3.03,1.57,8.23,0,1.81,7.39,637.76,3.1,53.72,144.54,178.47,12.33,0,0,0,11.47,33.47,0,0,4.3,10.43,0,1581.66,2.36,2.91,118.53,13.75,0.73
 96-106,0,0,10.17,0,53.79,4.18,89.81,3.29,24.07,38.6,180.49,40.84,0,2.51,3.73,1.9,6.24,0,20.72,7.76,549.46,1.24,49.57,133.28,373.97,9.32,0.57,0,0,5.2,23.51,1.35,0,1.25,2.91,0,593.58,0,6.69,145.93,30.07,12.49
108-118,0,0,5.66,0.98,49.92,0,55.81,3.34,24.75,33.8,179.02,49.61,0,0,2.42,3.83,20.04,0,0,20.28,591.49,1.87,65.06,162.46,422.83,10.36,0,0,0,4.26,18.37,0,0,2.07,2.9,0,537.56,0,1.16,118.98,19.69,13.58
120,0,0,0,0,65.1,17.91,9.33,1.18,23,31.44,117.96,66.57,0,0,2.6,0,13.8,0,0,0,480.62,1.72,54.75,132.79,120.04,20.31,0,0,0,7.89,11.04,0,0,0,1.32,0,212.25,0,5.53,67.58,24.32,37.95
