stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,10.67,949.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.95,1367.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,0,29.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,30.31,51.57,0,50.6,0,0,236.63,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0,1187.81,30.7,0,0,331.33,0,5.88,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.09,0,20.92,0,0,158.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.43,28.51,0,0,269.26,0,0,9.1,10.87,23.56,0,3.87,4.47,0,0,0,0,0
 14-21,0,0,0,0.93,13.9,1.85,6.07,0,0,0,4.16,0,0,0,0,0,0,0,0,0,7.17,0,0,3.52,113.24,0,1,7.73,2.72,0,0,1.16,14.32,0,0,11.75,49.19,0,0,0,0,0
 24-34,0,0,0,0.61,4.07,0,18.72,0,0,0,4.88,0,0,0,0,0,1.45,0,1.59,0,9.68,0,0.69,3.53,161.25,0,0,2.27,0,0,2,0,0,0,0,3.12,37.9,0,0,1.49,0,0
 36-46,0,0,0,0,4.69,0,21.14,0,0,0,1.03,2,0,0,2.15,0,0,0,0,0,10.71,0,0,4.43,110.62,0.62,2,0.83,0,0,6.99,0,0,0,0,0,26.67,0,0,0,0,0
 48-58,0,0,0.54,0,13.7,0,54.45,0.93,0,0,15.89,1.02,0,1.94,0,0,0,0,0.39,0,22.34,0,0,4.4,149.29,0.58,0,0,0,0,9.24,0,0,7.59,0,0,23.78,0,0,0.82,0,3.69
 60-70,0,0,0.62,0,0.77,0,30.42,1.43,1.18,0,4.57,1.57,0,0,1.77,0,0,0,0,0,10.13,0.63,8.53,12.74,165.17,1.79,0,0,0,0,2.35,0,0,0,0,0,18.27,0,4.4,0,0,0
 72-82,0,0,0,0,6.11,0.59,44.58,0,0,0,23.36,1.26,0,0.79,1.02,0,2.71,0,0,0,21.69,0,2.08,4.46,109.57,0,0,0,0,0,3.34,0,0,0,0,0,26.24,0,0.87,3.94,0,6.82
 84-94,0,0,0,1.01,2.16,8.13,18.75,0,0,0,38.26,0,0,0,0.56,0,0,0,0,0,14.07,0,0,0.66,53.32,0.9,0,0.73,0,0,11.43,0,0,1.29,0,0,3.21,0,0,2,0,0
 96-106,0,0,0,0,2.63,0,26.38,0,0,1.95,42.18,0,0,0.75,1.47,0,0,0.94,0,0,18.32,0,0,5.25,75.72,0,4.4,2.03,0,1.44,10.9,0,0,0.67,0,0,2.9,0,1.01,0.65,0.64,7.97
108-118,0,0,0,0.74,5.31,1.97,12.52,0,1.9,0,61.14,0.45,0,0,0.83,4.35,0.86,0,0.43,1.29,5.6,0,2.73,1.25,60.9,0,0,6.61,0,0,10.42,0,0,0,0,0,2.28,0.89,1.98,1.04,0,1.22
120,0,0,0,0,9.83,0,17.42,0,0,3.48,20.91,1.45,0,0,1.69,0,0,0,1.23,1.6,7.28,2.91,10.27,1.38,129.77,0,3.57,8.85,0,9,13.64,0,0,0,1.64,0,0,0,2.15,1.14,0,6.41
