stage,epidermis,erythrocytes,eye,glial,immune,ionocyte,mesenchyme,muscle,neural,paraxial.mesoderm,periderm,vasculature
 10-12,0,0,0,0,0,0,0,0,0,5.55,0,0
 36-46,0,0,0,0,0.71,0,0,0,3.9,0,0,0
 48-58,0,1.92,0,0,4.13,0,0,0,0,0,0,0
 60-70,0,0.71,3.97,0,3.07,0,0,0,4.8,0,1.42,0.75
 72-82,0,0.53,0,1.11,5.87,0,0,0,0,0,0,1.18
 84-94,0,7.77,0,0,19.54,0,0,0,0,0,0,2.12
 96-106,1.3,7.75,0,0,27.79,0,0.96,1.47,12.9,0,0.77,3.58
108-118,0,8.13,0,0,56.42,0.42,0,0,4.78,0,0,2.19
120,5.28,30.07,0,0,64.7,0,0,0,8.33,0,0,2.43
