stage,endoderm,epidermis,eye,glial,hatching.gland,ionocyte,liver,melanocytes,mesenchyme,muscle,neural,notochord,otic,periderm,presomitic.mesoderm,pronephros,somites,spinal.cord,vasculature
 14-21,0.81,9.97,7.27,0,1915.44,0,0,1.54,1.37,1.76,83.67,0,0,1.19,3.1,0.84,1.7,22.76,0.9
 24-34,0,6.71,11.63,2.92,732.13,0.62,2.8,0,7.07,8.29,131.58,0.7,0.76,11.98,0,0,0.66,20.95,11.81
 36-46,0,0,2.4,2.43,294.91,0,1.07,0,1.26,0.72,22.81,0,2.27,0,0,0,0,0,0.93
 48-58,0,0,0.96,0,164,6.79,1.78,0,1.38,0,1.71,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,30.56,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0
 72-82,0,0,1.04,0,5.7,0,0,0,1.14,0,0.92,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
