stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,40.34,51.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,301.2,540.22,75.09,0,0,0,0,0,0,0,0,0,157.15,0,0,0,0,0,0,0,0,0,0,0,719.16,0,0,0,45.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,490.96,146.11,2648.84,0,0,0,10.09,0,0,0,0,0,535.27,0,0,0,0,0,0,0,0,0,0,0,1517.43,198.54,0,0,2690.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,9.78,24.18,810.24,0,53.71,0,9.44,0,0,0,0,0,37.57,0,0,0,0,0,0,0,0,0,0,3.87,748.29,293.62,0,0,6354.29,0,0,0,84.36,196.49,0,223.27,0,0,0,0,0,0
 14-21,0,0,103.34,114.57,164.14,0,6.88,0,1.74,0,3.15,26.63,4.91,8.15,0,0,0,0,15.68,0,1086.38,0,0,2335.33,468.81,445.23,0,6.48,32.04,0,12.03,2.66,3233.69,21.48,375.25,14905.11,141.28,0,0,416.9,0,0
 24-34,0,0,39.32,83.68,122.46,0,26.73,1.74,22.09,32.01,8.27,19.66,1.15,60.23,2.08,1.56,4.73,4.29,19.4,15.8,2577.53,2.36,13.57,1338.46,594.05,278.99,17.13,16.59,0,6.2,15.15,0,19.22,50.36,31.63,1520.32,103.66,0,0,3161.86,0,0.6
 36-46,0,0,2.64,169.57,53.8,0,46.91,9.13,41.75,161.1,25.27,11.67,0,74.34,0,1.03,5.53,28.34,18.53,19.58,4007.7,1.02,101.02,1730.12,726.3,396.34,50.84,16.31,0,9.7,15.18,0,1.82,43.6,18.82,14.06,94.65,0,18,3402.2,0,0
 48-58,0,0,0,118.33,33.46,0,121.84,2.78,33.19,267.13,69.67,0,0,78.29,7.41,0,2.27,7.49,15.98,5.48,5172.58,2.36,259.89,1286.76,797.79,281.33,52.7,66.2,0,13.27,14.22,0,0,25.33,22.45,1.11,80.74,0,19.7,3229.09,15.27,3.9
 60-70,0,0,0,148.02,20.13,0,146.22,17.02,19.51,292.79,190.22,2.39,0,76.41,29.91,10.58,23.14,27.28,56.33,0.75,7024.81,1.72,362.11,727.78,744.77,152.04,61.23,138.86,0,45.49,3.46,0,2.75,28.17,10.75,0,91.23,0,106.55,2881.03,68.1,37.85
 72-82,0,0,0,87.19,36.33,9.54,334.36,7.69,34.35,523.38,403.14,17.18,1.6,43.92,24.83,1.39,0.73,51.46,198.76,0,8751.95,3.78,496.45,710.8,786.68,142.67,100.48,182.69,0,40.35,16.1,0,17.51,40.44,2.53,0,34.25,0.97,187.46,5005.39,149.17,14.53
 84-94,0,0,0,95.45,30.2,17.21,402.56,2.5,12.31,349.87,273.88,6.29,6.42,47.25,27.82,16.12,1.54,85.47,703.97,0,7235.19,8.05,438.05,635.83,547.65,313.28,96.72,268.25,0,21.3,7.56,0,0,23.18,0.77,0,55.52,1.01,263.57,5172.89,121.93,0
 96-106,3.8,0,0,71.48,114.9,6.94,365.99,10.86,17.23,369.7,404.09,9.22,1.06,36.74,73.21,21.16,0.92,128.07,1319.17,3.01,6733.53,2.15,430.06,594.23,1036.07,505.3,84.02,427.78,0,36.32,28.71,0,0,80.76,5.48,0,27.61,0,111.07,6565.95,63.38,20.3
108-118,3.68,0,1.1,36.85,80.17,11.68,270.36,3.43,11.35,317.81,466.95,6.31,0,19.66,41.41,13.19,0,85.8,2483.49,3.05,6226.84,0,372.42,515.83,953.12,846.3,58.67,371.98,0,42.56,15.06,0,0,39.64,2.52,0,33.26,0,45.06,5517.85,70.08,4.88
120,19.11,0,0,45.53,99.98,0,141.1,0,2.91,409.09,527.47,36.77,67.64,31.7,44.91,8.54,0,89.83,1221.91,11.86,4731.27,3.12,287.76,304.25,1060.78,1450.14,68.39,501.39,0,76.5,19.54,0,0,35.91,0,0,55.09,2.31,41.13,6309.58,81.55,0
