stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,35.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,99.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,5.42,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0,27.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.19,0,0,0,3.45,0,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,0,0,61.58,13.59,0,0,18.73,0,0,6.56,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,7.04,7.74,0,0.86,0,0,0,1.06,0,0,0.92,1.72,0,0,0,0,0.94,3.33,0,0,1.89,49.04,0,0,0,0,0,0,0,4.2,0,1.91,1.7,10.43,0,0,30.09,0,0.84
 24-34,0,0,0,11.66,9.5,0,15.8,0,0,2.28,2.94,0,0,9.57,7.31,0.59,0,0,0,15.33,40.47,0,0,7.54,288.7,0,0,0.69,0,0,0,0,0,0,0,0.66,17.7,0,0,218.5,0,1.48
 36-46,0,0,0,6.08,0,0,9.61,5.61,0,0,12.8,0,0,1.2,19.64,0,0,0,0,33.53,54.21,0,1.41,3.6,620.23,0,2.04,0,0,0,0,0,0,0,0,0,17.53,0,0,211.87,0,1.74
 48-58,0,0,0,12.16,2.36,0,55.75,0,0,0.4,26.48,0,0,7.1,21.4,0,3,0,0,65.03,69.86,0,7.28,9.7,1232.03,0,0,0.5,0,0,1.28,0,0,0.39,0,0,109.17,0,0,191.63,0,7.32
 60-70,0,0,0,0.92,1.34,0,137.68,1.01,0,0,30.31,0,0,1.85,28.47,0,0,0,0,11.33,90.76,0.85,0.63,15.38,2061.56,0,0.7,1.12,0,0.71,0.83,0,0,1.21,0,0,132.96,0,3.36,184.45,0.81,0
 72-82,0,0,0,6.13,9.19,0,169.17,0,6.12,4.21,36.89,0,0,2.16,48.53,0,3.93,2.6,1.08,25.4,206.89,0,9.13,4.67,2240.67,2.85,0.54,0,0,2.36,1.85,0,0,0,0,0,116.48,0,4.91,313.72,2.67,2.33
 84-94,0,0,0,6.58,5.18,0,167.89,0.76,2.09,0,23.18,0.94,0,5.4,88.35,0,6.56,0,0,60.82,124.64,0,10.96,2.8,1400.13,0,0.78,1.34,0,0,5.29,0,0,0.57,0,0,74.53,2.5,3.1,268.72,0.63,1.92
 96-106,0,0,0,8,10.1,2.47,128.65,1.21,1.05,0,33.33,1.33,0,8.15,91.98,0,14.35,0,9.82,1.31,172.35,0,11.46,6.35,1150.04,0.62,2.53,5.83,0,1.3,13.56,0,0,1.69,0,0,33.26,0.87,8.61,308.02,4.63,7.56
108-118,0,0.71,0,10.5,2.63,0.56,86.14,0,3.8,1.69,22.23,7.33,0,3.05,89.97,0,63.6,2.09,7.98,43.63,210.95,0,13.23,4.72,1428.08,0.57,0,0,0,8.07,2.1,0,0,0.92,0,0,49.84,0,3.32,229,0,6.66
120,0,0,0,13.45,2.09,1.71,190.98,15.05,2.25,0,40.72,7.58,0,4.26,163.27,1.65,28.68,0,0,30.63,187.12,0,8.16,15.76,2488.02,0,0,27.1,0,7.72,23.02,0,0,0,0,0,37.16,0,47.58,389.12,29.92,12.45
