stage,blastomeres,eye,mural.cell,neural,paraxial.mesoderm
  5-6,24.27,0,0,0,8.57
  7-9,0,0,0,9.14,4.74
 10-12,0,0,0,11.1,3.33
 36-46,0,0.92,0,0,0
 72-82,0,0,1.3,0,0
 96-106,0,5.5,0,0,0
