stage,eye,glial,neural,periderm,spinal.cord
 36-46,0,0,2.11,0.73,3.85
 48-58,0,0,0.85,0,0
 60-70,0,3.12,4.98,0,0
 72-82,0,5.83,0.72,0,0
 84-94,7.36,0,0,0,0
