stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,70.37,1807.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0
  5-6,75.36,2272.91,0,10.71,0,0,0,0,0,0,0,0,38.59,0,0,0,0,0,0,0,0,0,0,0,75.68,7.03,0,0,33.84,0,7.22,0,0,0,0,0,0,0,0,0,0
  7-9,61.41,38.35,0,43.63,0,0,118.55,0,0,0,0,0,37.09,0,0,0,0,0,0,0,0,0,0,0,1151.67,42.74,0,0,367.78,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,44.9,0,101.05,0,20.2,106.94,0,0,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,1168.95,52.61,0,0,339.53,0,0,4.19,45.02,0,6.05,11.2,0,0,0,0,0
 14-21,0,0,0,9.06,52.47,6.16,27.02,0,0,0,13.25,2.73,2.15,0,0,0,0,0,0,0.88,16.66,0,0,20.44,440.57,1.66,3.25,1.74,9.03,0,0,34.46,3.49,1.58,32.37,133.07,0,0,4.95,0,0
 24-34,0,0,1.29,0,8.33,3.66,61.12,0,0.6,0,10.74,1,0,0,0,1.37,0,0,0.96,1.71,58.53,0,0,24.83,771.14,1.36,6.24,4.63,0,0,2.15,0,2.07,6.83,7.71,189.19,0,0,18.01,0,0
 36-46,0,0,0,0,12.04,0,226.49,1.79,0,1.87,19.31,0.62,0,2.63,0,2.43,0,0.61,0,0,50.65,0,0,15.19,835.99,1.94,8.67,0.57,0,0,12.25,0,0,0,0,187.35,0,0,14.8,0,2.84
 48-58,0,0,0,0,3.26,0,202.86,0.67,5.12,11.64,52.92,0,0,0.83,0.48,0,0,0.37,0,2.28,42.03,0,0.55,9.91,468.31,1.95,2.46,0.79,0,0,6.04,0,7.36,0,0,108.24,0,0,5.5,0.5,0
 60-70,0,0,0,0,5.2,0.71,341.35,0,0.81,0,45.79,0,0,0.9,4.17,0,0.9,1.2,0,0,77.96,0,0.63,6.87,503.11,0,4.24,0,0,0,15.53,0,1.17,0,0,101.81,0,0,0,0,1.82
 72-82,0,0,2.23,0,9.33,0.59,200.7,0,0.69,0.69,31.62,0.77,0,0.87,0.53,0,4.75,2.73,0,0,62.43,0,1.93,8.41,387.69,0,7.15,3.56,0,1.1,2.23,0,0,0,0,54.4,0,1.83,1.94,2.63,1.96
 84-94,0,0,0,0,6.02,5.51,199.32,0,0,4.25,15.03,3.42,0,0,0,0.6,2.08,0,0,0,63.84,0,2.99,12.99,220.09,0,2.16,5.12,0,0.79,17.4,0,0,0,0,38.12,0,2.47,1.24,8.66,2.81
 96-106,0,0,1.68,0,15.13,11.52,160.7,0.86,0.84,0.59,41.44,0.57,0,0,3.33,2.52,1.02,2.86,0,0,55.1,4.97,0,5.48,214.29,3.22,4.07,6,0,3.96,8.28,0,1.56,0,0,12.22,2.03,1.2,10.28,0.59,0
108-118,0,0,0,0,18.3,4.77,147.72,1.11,1.99,4.52,32.86,0.54,0,3.99,5.66,1.21,2.14,1.83,1.21,2,113.25,0,1.38,5.53,317.82,1.23,4.11,2.81,0,0,6.56,0,0,0,0,6.75,0.42,3.59,12.52,3.85,6.67
120,0,0,0,0,22.25,14.58,73.28,0,1.14,1.67,39.11,0,0,0,2.5,2.58,4.54,0,0,0,65.58,0,0,9.52,311.11,3.13,4.52,0,0,0,14.03,0,10.58,0,0,10.63,2.31,0,1.54,0,0
