stage,eye,glial,mesenchyme,neural,periderm,spinal_cord,vasculature
 24-34,0,0,0,3.7,0,0,0
 36-46,0.7,0,0,2.94,0,0.76,0
 48-58,0.84,0,1.06,0,0,0,0
 60-70,0,0,0.57,10.67,0,0,0
 72-82,0,0.77,0,0,0,0,0
 84-94,0,0,0,0,0,7.05,0
 96-106,0,0,0,6.3,0,0,0
108-118,0,0,0,0,0.41,0,1.09
120,0,0,0,21.19,0,0,0
