stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,167.91,1766.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,75.67,1755.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,13.35,0,36.9,0,0,0,0,0,0,0,0,0,0
  7-9,19.78,18.02,0,24.08,0,0,0,150,0,0,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,1140.06,4.25,0,0,320.67,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,56.17,0,6.65,0,58.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.66,13.21,0,0,213.85,0,0,0,0,0,4.93,0,0,0,0,0,0
 14-21,0,0,0,0,5.21,0.85,0,3.98,0,0,0,1.02,2.73,0,0,0,0,0,0,0,0,4.98,0,0,1.52,64.54,0.9,0,1.87,0,0,2.15,0,2.8,0.81,4.07,31.1,0,0,0,0,0
 24-34,0,0,0,0,13.13,0,0,17.65,0,3.84,0,3.46,0,0,0,6.77,0.61,0,0,0,0,21.31,1.54,0,13.79,164.39,0.75,0.6,0.69,0,0,29.94,0.98,0,0.97,0,59.14,0,0,7.35,0,0.91
 36-46,0,0,0,0,8.54,0.58,0,51.66,0,0,0,8.74,0,0,0.88,3.65,0,0,2.09,0,7.36,26.34,0,1.94,8.07,160.95,0.71,0,0,0,0,39.46,4.7,0,2.59,0,35.38,0,0,13.5,0,0
 48-58,0,0,0,0,11.16,0,0,59.32,0.44,0,0,31.56,0,0,0,33.86,5.5,6.87,0,2.15,1.32,40.14,0.74,2.13,9.99,84.71,0,1.12,2.52,0,0,19.11,0,0,2.09,0,26.43,0,0,5.44,0,1.63
 60-70,2.52,0,0,0,18.99,0,0,54.23,0,10.57,0,4.85,4.2,0,0,14.95,2.54,0.9,0,0,11.27,35.21,0,3.18,3.35,56.73,0.83,2.91,2.07,0,0,32.22,0,0,0,0,10.39,0,0,3.47,0,0
 72-82,0,0,1.04,0,5.13,3.98,0,42.69,0,0,0.62,6.29,2.93,0,0,31.65,1.21,0,0.65,0.79,0,30.46,0.75,6.06,2.26,49.5,2.34,2.89,5.81,0,0,59.18,0,0,0,0,4.59,0,1.37,6.27,1.24,0
 84-94,0,0,0,0,19.05,1.3,0,37.21,0,0.86,8.41,13.31,10.14,0,0,38.77,2.29,0,0.6,0,2.37,28.06,0,6.3,4.79,86.11,0,2.6,2.62,0,0,118.17,0,0,0.67,0,0,2.07,0,2.72,0,0
 96-106,0,0,0,0,19.14,13.22,0,31.89,0,9.36,0,7.96,10.86,0,1.03,29.37,5.91,0.69,0.62,1.72,2.96,15.03,0,1.9,7.67,32.81,0,2.79,3.73,0,0,377.46,0,0,0,0,2.82,2.82,0,13.75,0,0
108-118,0,0,0,0,34.49,0.92,0.45,21.56,0.47,3.14,0,9.3,16.82,0,1.07,36.8,5.95,0.97,0.76,0,0,24.87,2.85,0.69,0.48,53.36,0,1.41,7.43,0,1.07,256.28,1.21,0,0,0,0,1.47,0.9,12.46,1.28,0
120,0,0,0,0,19.18,4.29,0,35.65,0,19.58,0,17.78,18.51,0,5.1,62.6,19.36,1.18,1.15,6.02,0,7.51,7.18,4.76,7.39,45.71,0,0,2.25,0,0,474.55,0,0,0,0,13.91,3.81,0,9.6,0,0
