stage,blastomeres,eye,neural,paraxial.mesoderm,spinal.cord
  5-6,43.8,0,0,0,0
  7-9,0,0,24.24,3.96,0
 10-12,0,8.28,0,5.68,0
 36-46,0,0,0,0,1.86
