stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,923.37,13252.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,1657.44,32541.78,0,92.66,0,0,0,0,0,0,0,0,219.51,0,0,0,0,0,0,0,0,0,0,0,3244.55,17.4,0,0,914.71,0,1669.47,0,0,0,0,0,0,0,0,0,0,0
  7-9,1161.31,2992.76,0,4288.75,0,29.88,2940.11,0,0,0,0,0,1532.05,0,0,0,0,0,0,0,0,0,0,0,87171.15,1463.78,0,0,51617.4,0,738.1,17.86,0,67.85,0,0,0,0,0,0,0,0
 10-12,8.69,2642.18,0,2145.3,0,113.19,1803.77,0,0,0,0,0,135.18,0,0,0,0,0,7.47,0,0,0,0,15.5,73541.63,999.93,0,0,37163.45,0,558.36,14.32,77.55,2598.64,0,388.42,114.46,0,0,0,0,0
 14-21,2.31,22.47,1.91,166.71,27751.51,1993.85,918.35,0,4.1,0,144.82,136.99,31.05,11.29,0,1087.14,1.78,26.3,10.25,14.12,1250.9,6.49,0,2109.08,31628.25,542.94,94.83,1283.78,2614.29,0,4760.59,12.25,11156.18,856.43,2360.07,16333.35,11852.61,0,0,5.34,0,59.74
 24-34,0,0,0,4.94,666.69,3.31,63.37,0,49.13,0.79,113.2,0,19.2,3.32,0.6,33.7,19.26,93,1.51,38.87,122.73,39.03,0,98,3395.09,32.33,146.46,9.03,0,0,3291.13,0,9.02,51.08,188.79,119.02,595.95,0,0,49.43,0,68.39
 36-46,0,0,0,0,126.63,0,29.27,0.63,11.57,0.84,31.01,0,0,0,2.1,0.98,0,21.77,0,40.08,40.2,1.7,0,13.25,1006.62,4.42,258.9,1.82,0,0,915.83,0,0,3.65,16.94,0.83,318.69,0,0,16.94,0,29.44
 48-58,0,0,0,0.42,19.4,0.41,154.88,0,0.86,0,67.73,0,0,0.66,0,0.61,6.38,11.16,0.87,14.27,26.65,2.07,0,7.12,864.88,0.45,58.07,1.11,0,0,331.96,0,0,5.14,0,0,193.55,0,0,33.75,0,3.54
 60-70,0,0,0,0,13.13,0,48.64,2.68,0,0,16.13,0,0,0,0,0,0.78,3.94,0,3.54,38.23,2.63,0,1.25,267.15,0,1.89,0,0,0,91.96,0,0,0,1.67,0,24.53,0,4.4,12.03,0.59,6.81
 72-82,0,0,0,0,6.51,2.87,54.77,0.52,0,0,21.95,2.16,0,0,0,2.07,0.52,0.74,0,0,70.69,0,2.05,2.56,249.02,0,57.83,2.08,0,1.77,89.24,0,0,0.63,0,0,29.06,0,0,78.29,0,0.55
 84-94,0,0,0,0,8.33,4.95,33.69,0.71,2.99,0,25.04,0.62,0,0,1.83,3.26,0.73,0.89,0,0,58.83,1.75,1.48,0,130.57,0,7.5,1.55,0,0,504.01,0,0,1.42,0,0,10.19,0.57,0,34.93,0,0.88
 96-106,0,0,0,0,1.08,6.7,57.57,3.67,1.87,4.14,33.27,3.17,0,0,0,0,0,0.57,0,0.65,51.65,3.57,0,0,116.78,0.57,4.65,1.77,0,0,244.66,0,0,0,0,0,5.3,0,0,68.54,1.34,0.86
108-118,0,0,0,0,10.77,7.31,47.29,0,1.67,0,23.37,1.75,0,0,2.15,1.53,0,0,0.6,0,14.75,1.32,0,0,152.92,2.09,5.86,0,0,0,149.48,0,0,0,0,0,1.83,0,0,18.06,1.04,1.24
120,0,0,0,0,3.02,13.62,27.44,3.26,8.76,0,13.7,0,0,0,0,0,0,0,0,0,13.1,0,0,1.03,136.59,1.08,39.52,0,0,0,84.26,7.49,0,0,0,0,7.22,0,2.68,199.05,3.79,0
