stage,epidermis,ionocyte,mesenchyme,muscle,neural,olfactory
 14-21,51.31,0,0,0,0.93,0
 24-34,20.32,11.41,0,1.18,0,8.09
 36-46,0,0,0,0,2.65,2.04
 48-58,0,0,0,0,0,2.85
 60-70,0,0,0,0,1.68,4.02
 72-82,0,0,0,0,3.34,2.67
 84-94,0,0,0,0,0,2.48
 96-106,0,0,0.81,0,0,0
108-118,0.81,0,0,0,0,0
120,1.34,0,0,0,0,2.57
