stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,3.8,36.02,675.66,162.92,0,233.4,0,6.99,0,84.1,24.9,12.37,4.6,5.25,17.08,1.83,0,0,7.8,250.62,2.8,0,298.15,2207.04,146.58,15.16,42.65,127.35,0,26.83,25.13,392.39,23.03,16.82,440.63,810.12,0,0,22.12,0,15.19
 24-34,0,6.8,15.34,203.04,14.36,0,561.52,0,19.14,15.11,99.24,2.8,1.15,11.15,18.92,22.6,5.78,14.21,1.38,26.88,492.57,9.08,3.22,286.16,2845.03,39.61,30.49,47.12,0,0,122.27,3.31,0.83,11.82,0.63,73.38,618.17,0,0,147.13,0,33.04
 36-46,0,1.35,1.43,96.33,6.71,0,778.52,2.52,30.59,33.18,148.34,3.96,0,12.15,23.32,4.08,4.52,5.73,2.35,7.17,436.82,3.37,2.83,153.56,1667.83,6.97,23.19,20.06,0,1.69,90.73,3.73,0,3.77,0.87,0,319.37,0,0,68.6,0,32.77
 48-58,0.78,0.46,1.01,80.61,2.73,0,1870.04,0,4.23,45.74,318.57,2.69,0,5.92,10.59,12.25,27.59,14.39,10.09,5.58,559.62,14.83,20.64,116.48,1623.96,14.61,19.39,31.51,0,1.03,86.92,0.65,0,1.93,0,0.55,301.9,0,3.76,49.35,1.28,31.58
 60-70,0,1.93,0,112.87,12.09,0,2561.85,3.04,8.19,14.78,394.17,23.18,0,2.26,21.48,8.19,24.07,6.89,7.54,2.79,548.34,3.81,18.75,53.55,1023.48,5.21,29.67,30.27,0,3.51,42.93,0,0,1.23,0.64,0,147.84,7.73,1.47,39.53,4.55,19.69
 72-82,0,9.66,0,75.39,8.97,1.22,2018.87,1.1,15.08,46.23,378.35,31.41,0,5.97,19.38,11.8,22.77,20.41,10.57,1.52,537.43,3.69,29.96,54.38,868.24,1.05,21.98,32.99,0,4.3,35.73,0,0,9.61,0,0,78.67,22.48,7.15,43.41,5.19,15.93
 84-94,0,16.94,0.6,122.94,10.18,4.32,1893.72,0.76,26.84,27.58,276.56,42.27,0,7.4,41.68,15.03,24.88,8.79,14.47,10.08,488.18,6.79,27.09,51.58,681.19,3.83,36.54,35.83,0,4.19,101.79,0,0,11.47,1.39,0,71.06,26.34,7.3,56.11,13.87,9.27
 96-106,0,6.03,0,117.14,29.82,2.07,1006.83,1.65,14.4,20.4,274.43,55.43,1.32,14.61,55.98,10.3,15.15,21.1,16.15,0.68,403.13,13.86,1.43,40.26,504.83,3.49,50.38,27.59,0,4.04,89.36,2.06,0,2.78,0.6,0,19.85,30.6,7.43,70.18,15.32,17.87
108-118,0,9.56,1.11,121.96,17.82,5.66,884.68,0.54,6.19,28.3,244.52,47.86,0,14.07,24.83,15.74,25.07,12.62,14,2.47,399.27,11.65,9.15,51.96,726.08,4.02,21.58,36.74,0,5.62,62.58,0,0,6.13,0,0,22.7,25.77,4.12,53.34,6.99,22.07
120,0,0,0,144.81,3.77,4.3,805.64,6.5,12.72,26.31,328.36,67.06,0,5.28,69.22,11.85,28.52,5.52,1.84,1.33,401.54,2.51,11.24,32.01,707.11,1.42,30.37,25.32,0,17.15,65.29,1.53,0,4.65,0,0,20.74,24.13,0,39.08,0,2.59
