stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,25.94,361.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0
  5-6,47.5,452.55,0,0,0,0,0,0,0,0,0,0,0,31.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.44,0,0,0,0,0,0,0,0,0,0
  7-9,22.48,13.36,0,20.98,0,0,0,39.01,0,0,0,0,0,17.52,0,0,0,0,0,0,0,0,0,0,0,462,11.36,0,0,107.21,0,18.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.24,0,23.99,0,0,0,24.33,0,0,0,0,0,19.09,0,0,0,0,0,0,0,0,0,0,0,505.22,48.75,0,0,199.77,0,6.84,0,59.49,0,0,0,0,0,0,0,0
 14-21,0,0,1.32,5.35,102.17,12.11,0,25.83,0,1.28,0,13.78,5.6,3.99,1.98,0,5.65,0,0,0,0,43.32,0,0,49.99,733.46,44.06,0,6.07,17.39,0,17.66,44.57,3.75,15.74,75.11,232.35,0,0,7.11,0,1.03
 24-34,0,0,1.29,2.55,29.55,4.01,0,79.24,0,3.38,4.33,29.95,0.66,0,8.01,3.39,5.88,0,0,9.04,1.95,117.74,0.66,0.89,89.34,2145.58,17.84,13.86,11.74,0,0.99,49.85,0,0.7,2.17,22.57,429.4,0,0,30.79,0,0
 36-46,0,0,0,0.56,5.74,0,0,189.88,1.83,1.88,7.64,70.1,0.56,0,6.19,1.3,0,8.67,0.76,0.57,4.64,200.6,1.3,2.75,47.57,3108.62,11.28,26.09,12.27,0,0,33.39,0,1.15,0,0,515.44,0,1.23,14.23,0,3.78
 48-58,0,0,0,0,13.42,2.14,0,296.77,5.94,3.78,12.48,156.18,4.28,0,4.52,0.49,0,0.61,1.59,1.98,4.73,189.68,0,3.73,23.35,2853.14,2.76,6.24,7.42,0,5.66,25.32,0,0.93,1.32,0,439.98,0,1.1,17.69,0,21.67
 60-70,0,0,0,0,17.48,0.57,0,478.16,2.6,4.78,6.11,133.52,4.95,0,2.69,1.38,0.71,0,2.35,0,5.25,244.8,1.77,24.24,13.5,2902.41,1.99,10.26,6.19,0,2.62,25.13,0,0,1.46,0,306.56,0,2.37,17.5,16.02,6.89
 72-82,0,0,1.08,0,22.21,8.08,0,405,0.83,2.76,11.6,105.02,3.59,0.55,1.92,2.25,1.18,6.36,9.33,7.93,0.95,236.31,0,25.44,17.33,2265.97,1,8.84,3.21,0,7.42,18.38,0,0,0,0,102.22,2.34,5.48,33.92,8.77,11.35
 84-94,0,0,2.78,0,23.51,13.88,0,302.15,0.69,1.22,6.75,59.27,4.3,0.86,4.56,4.7,2.6,4.35,0.99,0,0.68,166.67,0,29.32,17.03,1305.57,3.18,8.99,5.17,0,4.32,28.3,0,3.22,0,0,76.09,1.62,9.34,21.97,15.97,4.9
 96-106,0,0,0.89,0,26.21,12.1,0.97,221.65,0,2.23,5.35,106.15,6.23,0,0.89,4.43,4.96,1.77,2.47,10.62,0,160.61,0,11.89,17.6,983.47,0.81,6.42,9.51,0,3.23,24.3,0,0.73,0,0,49.02,3.4,5.89,7.37,24.51,23.2
108-118,0,0,2.2,0,33.3,16.04,0,180.2,2.43,2.74,10.73,96.4,9.68,0,3.79,2.34,0.67,6.82,0.89,0.52,0,178.08,0,10.64,9.99,1302.93,0.93,12.45,7.59,0,7.75,15.05,0,0,0.66,0,35.82,0.86,2.83,22.59,21.61,2.92
120,1.19,0,7.05,0,39.96,3.88,0,151.22,3.19,1.12,18.66,138.8,3.47,0,2.11,9.61,10.34,14.88,0,0,0,125.74,3.25,12.67,18.09,1561.9,1.8,17.11,11.24,0,25.08,30.46,0,0,0,0,44.3,4.75,0,4.11,20.81,0
