stage,blastomeres,endoderm,epidermis,eye,glial,gut,ionocyte,neural,otic,paraxial_mesoderm,spinal_cord
  5-6,10.95,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.43,0,0,0,0,0,12,0,0,0
 10-12,0,8.22,0,0,0,0,0,0,0,9.16,0
 14-21,0,1.1,0,0,0,0,0,0.88,0,0,2.49
 24-34,0,0,0.98,0,0,0,0,4.03,0.69,0,1.49
 36-46,0,0,0,0,0,0,0,3.59,0.57,0,0
 48-58,0,0,0,0.42,0.51,0,0,5.14,0,0,0
 60-70,0,0,0,2.23,0,0,0,6.93,0,0,1.45
 72-82,0,0,0,0.57,0,0,0,1.71,0,0,0
108-118,0,0,0,0,0,1.61,0,0,0,0,0
120,0,0,0,0,0,0,2.42,0,0,0,0
