stage,eye,glial,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord,xanthophores
  7-9,0,0,0,0,6.05,0,0,0
 10-12,0,0,0,0,8.69,9.34,0,0
 24-34,0,0,0,0,6.43,0,0,0
 36-46,0,1.26,0,2.57,19.16,0,0,0
 48-58,6.31,1.58,1.22,0,7.69,0,0.86,0
 60-70,0,4.55,0,0,17.13,0,10.52,0
 72-82,2.05,1.77,0,0,3.8,0,0,0
 84-94,1.1,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,3.88
108-118,2.61,0,0,0,3.32,0,0,0
120,0,0,0,0,6,0,0,0
