stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pronephros,slow.muscle,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,79.75,0,0,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.14,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.59,12.21,0,0,15.35,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,3.8,0.9,0,0,0,9.44,0.97,0,0,0.84,0,0,0,0,1.5,0,0,0,0,0
 24-34,0,0,0,0,2.18,0,0,5.03,0,0,0,1.02,0,0,0,0,0,8.04,0,0,121.85,1.22,0,0,1.73,23.53,0,0,1.68,0,0,4.3,0.7,0,8.29,0,0,0,0,3.23
 36-46,0,0,0,0,0,0,0,5.59,0,0,0,1.13,0,0,0,2.64,0,69.94,0,0,715.12,1.06,0,0,0.87,29.33,0,0,0,0,1.51,0,0,0,6.48,0,0,0.92,0,7.04
 48-58,0,0,0,0,2.4,2.18,0,28.66,0,0,0,6.81,0,0,0,8.2,0,511.1,0.51,0,1053.12,3.94,1.16,1.43,1.23,94.96,0,0,0.59,0,0,3.87,4.44,2.18,13.32,0,0,0,0,66.83
 60-70,0,0,0,0,5.02,0,0,54.54,0,3.31,1.17,13.93,2.49,0,10.11,44.94,0,2513.72,0,4.39,606.31,4.81,0,1.03,0.91,105.99,0,1.23,0,0,2.69,4.6,0,0,8.23,0,0,8.34,4.07,153.25
 72-82,0,0,0,0,3.87,3.8,0,70.33,0,2.76,2.27,12.8,25.66,0,1.15,91.65,0,2916.55,0.88,24.72,462.39,17.5,6.51,1.62,0,140.85,0,2.23,3.09,0,0,4.42,2.07,0,1.11,0,1.77,2.06,6.58,379.99
 84-94,0,0,0,0,0,0,0,53.2,0,2.91,3.85,12.48,4.55,0,0,110.49,0,3213.54,0,9.21,763.48,22.16,0,4.51,1.12,47.52,0,1.17,0,0,0,7.15,7.78,0,8.23,0,6.83,2.05,6.02,204.32
 96-106,0,0,2.16,2.53,5.31,13.51,1.45,79.57,3.27,0,0,14.55,17.84,0,0,120.47,0,2780.25,0,42.66,368.65,37.75,0,1.49,3.05,62.19,5.53,0.7,0.65,0,2.63,5.69,14.84,0,0,3.94,2.63,6.17,25.09,232.93
108-118,0,0,6.59,0,2.57,3.16,0.75,60.25,0,0,0,2.44,26.52,0,0,102.43,0,3134.8,0,0.97,478.87,14.14,1.25,1.75,1,68.57,4.16,0,0,0,0,22.08,25.25,0,0.75,1.33,2.1,1.92,13.07,136.31
120,0,0,3.64,0,2.31,4.9,0,39.46,0,0,12.2,4.61,72.15,0,0,235.3,0,2261.31,0,0,135.18,18.73,0,2.18,6.59,33.43,0,0,0,0,0,1.45,41.58,0,1.19,0,0,0,36.79,49.06
