stage,epidermis,eye,glial,mesenchyme,mucous,neural,paraxial_mesoderm,periderm,somites,spinal_cord,vascular_smooth_muscle
 10-12,0,0,0,0,0,0,4.25,0,0,0,0
 24-34,0,0,0,0,0,0.88,0,0,0.73,0,0
 36-46,0.63,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0.97,0,0,0,0,0,1.27,0
 60-70,0,0,0,0,0,0,0,0,0,1.29,0.9
 72-82,0,3.56,0,1.08,0,0,0,0,0,0,0
 84-94,0,1.32,0.99,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0.85,0,0,0
108-118,0,0,0,0.63,0.43,0,0,0,0,0,0
