stage,epidermis,eye,gut,lateral.line,mesenchyme,neural,otic,periderm,spinal.cord
  7-9,0,0,0,0,0,10.48,0,0,0
 10-12,0,5.21,0,0,0,7.15,0,0,0
 14-21,0,1.27,0,0,0,0.83,0,0,1.59
 24-34,0,0,0,0,0,0,0,0,0.59
 60-70,0.58,0,0,0,0,0,0,0,0
 72-82,0,0,0,2.27,1.46,1.4,0.9,0,0
 84-94,0,0,1.45,7.48,0,0,0,0,5.83
 96-106,0,0,1.2,4.26,0,2.2,0,0,0
108-118,0,0,7.86,14.82,0,0,0,1.05,0
120,1.68,0,2.34,13.97,0,6.08,0,0,0
