stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,immune,liver,mesenchyme,mucous,mural.cell,muscle,neural,olfactory,otic,pericytes,periderm,pgc,pronephros,vascular.smooth.muscle,vasculature,xanthophores
 24-34,0,9.47,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,1.13,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.5,0,0.61,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0.82,0,0,0,2.2,0,0,2.5,0.66,0,0,7.52,0,0,0,0,0,0,0,0,0
 84-94,10.72,0,0,0,0,0,0,1.27,0,88.76,0,0,2.77,0,0,0.65,11.05,0,0,0,0,0,0,0,0,0
 96-106,6293.62,4.57,0,0.62,22.02,0.71,2.3,0,0,92.95,0,0,6.13,0,1.29,2.89,13.6,0.72,0,1.44,3.42,2600.8,0,0,1.88,0
108-118,1800.15,0,5.21,1.28,2.93,0,0,0,4.09,64.79,0.64,0,6.04,0,0,4.67,420.41,0,0,0,2.1,0,0,1.46,4.42,34.65
120,2.96,1.09,2.03,5.97,12.27,1.95,0,0,8.7,9.3,9.79,6172.64,3.07,0,0,6.33,4676.73,0,4.8,0,1.53,0,6.97,0,0,3.85
