stage,blastomeres,epidermis,eye,fin_epithelia,glial,hatching_gland,mesenchyme,neural,spinal_cord,vasculature
  3-4,77.23,0,0,0,0,0,0,0,0,0
  5-6,80.06,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,15.88,0,0
 14-21,0,1.04,0,0,0,0,0,6.9,2.01,0
 24-34,0,1.33,0,0,0,0,0,3.55,3.93,1.11
 36-46,0,0,0,1.15,2.29,0,1.23,5.65,1.58,0
 48-58,0,0,0,0,1.55,0.93,0,0.63,0,0
 60-70,0,0,0,0,0,0,0.59,13.07,0,0
 72-82,0,0,0,0,0,0,0,1.26,0,0
 84-94,0,0,1.51,0,0,0,0,1.63,0,0
 96-106,0,0,0,0,0,0,0,1.25,0,0
