stage,endocrine.pancreas,erythrocytes,eye,glial,gut,liver,mural.cell,neural,xanthophores
 36-46,0,0,0,0,0,0,0,1.29,0
 60-70,0,0,0,0,0,10.39,0,0,0
 72-82,0,0,0,0,2.89,0,0,0,0
 84-94,0,0,0,0,9.03,0,0,1.1,0
 96-106,0.81,0,0,0,17.73,0,0.62,0.7,0.8
108-118,0,0.52,1.49,0.98,45.31,0,0,4.75,0
120,0,0,0,0,25.44,0,0,16.93,0
