stage,epidermis,erythrocytes,eye,fast.muscle,glial,immune,lateral.line,mesenchyme,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord,taste
  7-9,0,0,0,0,0,0,0,0,5.76,0,7.49,0,0,0
 24-34,0.61,0,0,0,0,0,0,0,0,1.82,0,0,1.89,0
 36-46,0,0.61,0,0,0,0,0,0.64,0.82,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0
 60-70,0,0,0,0,0,0,0.72,0,0,0,0,2.43,0,0
 72-82,0,0,1.02,0,0,0,0,0,0.54,0,0,0,0,0
 84-94,0,0,0,0,0,0.91,0,0.74,0,0,0,0.84,0,2.36
 96-106,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0
108-118,0,0,0,0.64,0.71,0,0,0,4.26,0,0,2.5,0,0
