stage,epidermis,eye,glial,mesenchyme,neural,olfactory,pronephros,spinal_cord
  7-9,0,0,0,0,4.03,0,0,0
 10-12,0,0,0,0,16.53,0,0,0
 14-21,0.84,0,0,0,0,0,0,0
 24-34,0,0,0,0,0.7,0,0,0
 36-46,0,0,0,0,3.91,0,0,0
 48-58,1.38,1.85,0,0,3.04,0,0,0
 60-70,0,0,0,0,2.69,0,0.93,2.44
 72-82,0,1.22,0.88,0,1.4,0.7,0,0
 84-94,0,0,0,0,1.69,0,0,0
 96-106,0,0.66,0,1.92,0,0,0,0
