stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,118.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.84,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,75.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,22.34,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,12.44,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,0,0,14.58,0,0,0,4.23,0,0,0,0,21.36,0,0,0,0,0,0,0,0,0,0,0,70.78,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,13.66,1.44,0,0,0,0,0.88,1.2,0,0,0,0.81,0,0,0,0,1.85,0,0,4.68,8.34,16.39,0,0,0,0,8.94,0,2.15,0.82,1.23,1.69,2.61,0,0,0,0,0
 24-34,0,0,0,0,23.44,0,0,4.01,1.31,0,0,0,0,1.94,0,0.63,0,0,0,2.44,7.13,0,0,3.73,41.74,3.17,2.24,0,0,0,36.77,0,0,2.65,0,0,9.56,0,0,13.1,0,0
 36-46,0,0,0,0,16.29,0,0,1.16,5.79,0,1.5,0,0,0.79,0,0.62,0,0,0,11.34,18.3,0,0,5.29,20.4,17.61,7.51,0.63,0,0,59.75,0,0,1.48,0,0,11.07,0,0,6.06,0,3.17
 48-58,0,0,0,0,11.08,0,0,3.76,3.9,0.4,2.19,0.38,0,4.09,0,0,3.71,0,0,6.96,18.39,1.36,1.11,5.46,27.81,7.95,5.09,0,0,0,25.52,0,0,0,0,0,4.14,0,0,2.86,0,5.58
 60-70,0,0,0,0,11.91,0,0,31.7,5.47,0.83,11.67,0.57,0,0,0,0,0,0,0,0.63,14.49,1.76,1.32,2.66,11.16,3.66,6.99,3.45,0,0,18.69,0,0,0.85,0,0,11.53,0,1.19,3.87,0,2.21
 72-82,0,0,0.83,0,12.44,0,0,72.14,5.36,0,24.85,1.54,0,1.41,0.73,0,0,0.79,0,1.8,37.88,0,1.48,3.68,29.48,0,21.22,3.6,0,0,18,0,0,1.23,0,0,4.82,1.07,0.9,2.59,0.52,0
 84-94,0,0,0,0,35.69,0,0,93.23,10,0,21.05,5.69,0,0,0,9.99,0,0.81,0.74,6.31,35.65,2.28,4.19,2.83,27.82,1.8,6.58,2.55,0,0.96,29.56,0,0,0.94,0,0,4.43,3.69,0,7.46,0.63,1.32
 96-106,0,0,0,0,31.08,1,0.56,86.34,19.63,0,21.01,9.98,0,2.38,0,0,2.94,0.82,0,3.93,32.53,0,3.94,1.61,42.5,2.22,23.95,5.42,0,0,15.92,0,0,0.61,0,0,1.8,2.23,0,5.63,0,1.24
108-118,0,0,0.75,0.74,25.82,0.64,2.17,132.26,16.53,0,22.17,7.67,0,0,0.75,0,6.09,2.56,1,7.45,21.45,0.6,1.48,0,45.85,0.44,19.96,1.32,0,0,15.98,0.48,0,0.95,0,0,0.7,5.75,0,11.87,0,2.51
120,0,0,0,0,16.9,0,7.28,215.59,35.58,0,14.76,0,0,0,0,0,11.06,0,0,11.66,8.76,0,0,1.66,75.56,4.91,44.27,0,0,9,2.93,0,0,1.79,0,0,2.39,1.47,0,4.5,0,0
