stage,blastomeres,erythrocytes,eye,glial,mesenchyme,neural,olfactory,paraxial_mesoderm,spinal_cord
  5-6,7.71,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,4.15,0,6.09,0
 14-21,0,0.94,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,6.55,0.63,0,1.84
 36-46,0,0,0,0,0,24.77,0,0,2.22
 48-58,0,0,0,3.98,0,17.2,0,0,3.3
 60-70,0,0,0,0,0,40.54,0,0,0.67
 72-82,0,0,0.98,5.58,0,67.2,0,0,0
 84-94,0,0,1.32,2.82,2.72,37.85,0,0,0
 96-106,0,0,0,0,0,50.2,0,0,0
108-118,0,0,1.73,1.52,0,78.85,0,0,0
120,0,0,0,0,0,110.47,0,0,0
