stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,29.68,608.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.35,0,0,0,0,0,0,0,0,0,0
  5-6,12.67,240.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.38,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.48,18.27,0,10.82,0,0,0,22.01,0,0,0,0,0,27.19,0,0,0,0,0,0,0,0,0,0,0,325.53,29.56,0,0,156.53,0,0,10.08,0,0,0,0,0,0,0,0,0
 10-12,0,14.48,0,37.49,0,10.09,0,40.64,0,0,0,0,0,24.43,0,0,0,0,0,0,0,0,0,0,0,443.81,32.1,0,0,236.73,0,0,0,0,16.35,0,0,0,0,0,0,0
 14-21,0,0,0,0,20.62,4.13,0,7.24,0,0,0,2.14,0,0,0,0,0.81,0,0,0,1.08,9.9,0,0,4.29,50.29,0,0,1.87,2.35,0,2.42,0,6.55,0,7.83,8.6,0,0,1.07,0,0
 24-34,0,0,0,0.62,5.72,0,0,6.78,0,1.11,0,3.02,1.88,0,2.54,0,0,0,0,0,0.64,21.77,0,0,8.33,140,0,1.99,1.5,0,0,1.11,0,0,0,0.6,33.04,0,0,4.91,0,0.79
 36-46,0,0,0,0,0.61,0,0,22.62,0,5.6,0,5.96,0,0,0,0,0,4.15,0,0,1.47,24.66,0,1.49,4.59,237.98,0,1.88,0.69,0,0,3,0,0,0,0,52.46,0,0,5.16,0,0
 48-58,0,0,0,0,2.96,0,0,45.16,2.23,0.5,1.4,15.34,0.92,0,0,0.85,0,0.38,1.05,0,1.04,20.2,0,0.9,2.9,173.66,0,0,0,0,0.39,1.77,0,0,0,0,36.62,0,0.64,2.51,0,0
 60-70,0,0,0,0,3.01,1.32,0,80.84,0,2.07,1.21,17.83,0,0,0,0,0,0,0,0,0,22.2,0,0,0.68,239.44,0,0,0.85,0,0,5.63,0,0,2.74,0,29.28,0,0,0.73,0,0
 72-82,0,0,0,0,2.57,1.55,0,54.19,0,0,3.48,6.29,0,0,0,0,0.57,0,0,0,0,46.74,0,0,2.09,125.46,0,0,0.55,0,0,1.1,0,0,0,0,9.41,0,1.21,0.83,1.05,0
 84-94,0,0,0,0,0.83,5.53,0,61.54,0,1.88,1.95,13.31,0.76,0,1.46,4.76,0,1.9,0.66,0,0,27.07,0.84,0,3.3,94.7,0,0,0,0,0,5.71,0,0,0,0,14.05,0,1.22,3.43,1.43,0
 96-106,0,0,0,0,3.79,3.78,0,38.08,0.67,0,0.57,10.76,1.73,0,0.96,0,0,0,0,9.06,0,14.65,1.5,0,1.5,92.38,0,4.05,0.72,0,0,6.26,0,0,0,0,3.52,2.08,0,7.69,2.37,0
108-118,0,0,0.79,0,8.46,0.71,0.92,16.48,0,3.74,0,17.63,2.54,0,1.84,3.9,0,0,0,0.56,0.44,23.84,0,2.1,6.75,75.92,0,2.65,0.57,0,7.11,1.08,0,0,0,0,16.91,0.42,0,4.74,1.11,0
120,0,0,0,0,2.69,0,0,31.71,0,0,0,19.69,19.19,0,2.63,3.38,0,2.62,0,0,0,83.68,0,0,7.47,124.85,0,0,0,0,0,1.97,0,0,0,0,0,0,0,2.42,0,0
