stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,47.53,0,0,0,0,0,0,0,0,0,0,0,20.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,4.3,0,0,0,0,0,0,0,0,0,13.68,0,0,0,0,0,7.47,0,0,0,0,0,132.94,0,0,0,0,0,0,0,0,32.76,0,0,0,0,0,0,0,0
 14-21,0,0,0,29.62,99.7,0,9.36,0,0.82,0,1.67,0,0,0,0,0,0,0,1.16,0,8.84,0,0,3.67,52.1,2.71,0,0,3.77,0,0,0.91,4.24,76.11,1.2,5.93,14.96,0,0,36.5,0,0
 24-34,0,0,0,71.38,24.57,0,54.62,0.68,8.18,18.18,2.3,0,0.67,2.02,0.6,0,7.12,0,4.64,0,16.94,0.84,0,17.46,196.18,5.07,0,1.71,0,0,3.36,0,0,150.62,1.54,28.12,49.58,0,0,157.17,0,7.18
 36-46,0,0.98,0,45.71,0,0,99.76,10.92,12.49,19.92,8.44,0,0,0,0,0,7.52,0,5.62,0,36.56,0,0,23.03,478.11,1.49,0,5.07,0,0,0.7,0,0,119.56,5.71,0,71.37,0,1.23,58.73,0,0
 48-58,1.29,0,0,52.46,0,0,113.55,3.92,16.07,46.28,10.44,0,0,0,0,0,15.61,0.39,8.11,3.49,98.91,1.57,0,19.03,766.5,1.01,0.44,7.53,0,0,0,0,0,80.17,0.98,0,77.56,0,0,90.74,0,7.09
 60-70,0,0,0,26.67,0.8,0,88.59,3.61,23.84,64.21,25.97,2.81,0,8.14,1.63,0,45.02,0,0,0,330.02,0,0.91,18.39,950.33,0,0,1.77,0,0,6.32,0,0,57.84,1.41,0,128.78,0,1.91,153.54,2.15,10.91
 72-82,0,0,1.38,25.32,8.58,0,156.81,5.91,14.48,102.53,117.31,10.06,0,0,25.03,0,42.16,0,5.34,1.8,748.91,0,5.28,18.05,1114.21,0,0,6.86,0,0,1.78,0,0,67.49,0,0,184.09,0.5,8.03,107.82,4.69,0
 84-94,0,0.66,2.08,57.36,3.58,0,103.11,2.03,22.33,74.62,101.3,15.77,0,0.78,20.22,3.71,23.37,0,0,0,563.8,0.57,1.87,8.45,588.81,0,0.61,4.08,0,0,0,1.4,0,81.55,0,0,82.82,0,9.41,132.2,1.1,3.81
 96-106,0,0,0.71,27.24,1.13,0,142.69,0.99,17.4,53.46,242.7,26.09,0,0.78,33.11,1.86,14.6,0,1.54,0,688.67,2.66,10.9,10.47,597.84,0,1.19,6.43,0,6.76,2.94,0,0,72.75,0,0,50.1,0,0,145.71,2.89,2.52
108-118,0,0,2.77,39.93,17.45,0,115.46,1.72,15.17,25.8,181.51,72.18,0,0,34.4,0,29.96,1.51,0,0,634.36,0,6.03,10.72,623.94,0.93,2.69,7.22,0,4.57,4.76,0,0,68.43,0.68,0,63.19,0,0,109.59,0,0
120,0,0,0,41.89,6.39,2.68,149.1,3.47,12.84,52.46,363.84,137.06,10.41,0,80.91,6.31,8.61,0,0,0,690.45,1.56,30.03,8.77,1046.55,0,0,33.99,0,2.03,5.75,0,0,58.31,0,0,64.26,0,0,239.1,5.18,0
