stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,47.65,621.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.62,0,0,0,0,0,0,0,0,0,0
  5-6,77.08,1110.83,0,20.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46,0,0,0,0,0,8.08,0,0,0,0,0,0,0,0,0,0
  7-9,22.66,30.45,0,16.72,0,0,0,149.94,0,0,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,0,1136.31,35.34,0,0,396.73,0,4.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.52,0,75.36,0,0,0,101.87,0,0,0,0,0,23.48,0,0,0,0,0,0,0,0,0,0,0,1210.32,39.42,0,0,346.23,0,0,7.55,0,64.93,0,0,0,0,0,0,0
 14-21,0,0,0.82,6.29,32.54,5.01,0,20.84,0,0,0,4.83,0.83,0,1.92,0,0,0,0,0,0,15.01,0,0,8.72,294.1,3.49,0,7.47,4.42,0,4.16,1.21,32.49,3.25,28.97,77.12,0,0,2.5,0,0
 24-34,0,0,0.71,4.09,6.3,3.14,0,64.27,0,0.63,2.81,11.24,0,0,0.98,0,2.72,0.64,1.36,0,0.59,45.45,5.25,0,16.31,715.39,0,2.87,4.08,0,0,12.22,0,0,2.71,3.84,153.98,0,0,18.42,0,2.31
 36-46,0,0,0,0,10.68,0,0,139.01,0,0.8,1.49,21.47,0,0,0,0.96,0,0,0,0,3.4,52.76,0,0,13.2,646.34,0.69,6.16,3.74,0,0,23.01,0,0,0.67,0,131.46,0,0,6.59,0,1.19
 48-58,0,0,0,0,8.41,1.92,0,200.7,0,6.83,2.64,46.56,0,0,1.05,1.19,0.38,5.51,0.44,2.15,0,60.98,0,0.5,6.5,482.97,1.01,3.8,2.05,0,0,9.8,0,0,0,0,87.96,0,1.01,2.87,0,0
 60-70,0,0,0,0,11.95,0,0,312.91,0,0.9,1.54,43.86,0,0.97,1.08,0.81,0,0,0.85,0,5.89,69.1,0.85,2.2,4.33,433.75,0,4.64,0,0,0,12.07,0,0,0,0,74.57,0,0.59,3.49,0,0
 72-82,0,0,1.04,0,16.21,2.74,0,217.19,0,0,9.89,48.55,3.5,1.03,4.11,1.85,0,0.57,3,0,1.95,103.88,0.55,1.67,3.84,345.24,0,8.14,1.56,0,0,0.62,0,0,1.03,0,25.72,1.33,1.33,5.2,2.07,7.42
 84-94,0,0,5.03,0,8.11,8.95,0,227.61,4.55,4.12,1.62,50.67,0.6,0,1.63,6.01,1.58,1.05,0.66,1.32,0,88.54,0.58,4.46,8.41,266.16,2.88,2.71,0.74,0,0,7.19,0,0,0.64,0,23.51,1.58,1.91,7.22,4.01,0
 96-106,0,0,0,0,12.88,31.6,0,190.41,0,1.23,0.65,40.65,3.31,0,1.77,6.36,0.82,4.69,0.58,8.12,1.27,77.47,7.01,1.41,3.49,209.87,0.7,2.97,8.36,0,2.64,13.9,0,0,0,0,9.28,0,3.9,12.22,4.33,1.53
108-118,0,0,0,0,25.44,18.3,6.18,161.57,0,3.51,1.97,42.35,6.35,0,7.14,5.1,4.03,1.57,1.6,5.49,4.88,94.35,2.89,3.06,5.07,320.63,1.16,4.45,2.18,0,1.57,11.52,0,0,1.88,0,5.29,1.3,1.57,9.41,2.31,5.04
120,0,0,0,0,44,23.66,0,110.03,0,6.61,0,76.65,11.15,0,0,8.74,8.24,0,0,1.05,0,119.08,0,0,12.25,386.05,3.12,0,5.49,0,0,3.7,0,0,0,0,25.79,3.57,3.14,26.43,0,0
