stage,glial,mesenchyme,neural,spinal.cord
  7-9,0,0,4.94,0
 10-12,0,0,14.27,0
 24-34,0,0,2.68,2.43
 36-46,0,1.22,7,1.45
 48-58,0,0.88,0,0.73
 60-70,1.32,0,0,0
 72-82,0,0,1.04,1.16
 84-94,0,0.79,0,0
 96-106,0,1.25,0,0
