stage,epidermis,erythrocytes,eye,fin.mesenchyme,glial,ionocyte,mesenchyme,neural,olfactory,somites,spinal.cord,vasculature
 10-12,0,0,0,0,0,0,0,21.3,0,0,0,0
 14-21,0,0.98,0,0,0.92,0,2.13,1.1,1.37,1.02,0,0
 24-34,2.26,0,0,0,0,0.65,0,7.84,0,0,3.11,0.64
 36-46,0,0,5.45,0,0,0,2.07,17.75,0,0,2.73,0
 48-58,0,0,0.78,0,0,0,0.5,4.02,0,0,2.72,0
 60-70,0,0,1.48,0,0,0,0,3.61,0,0,3.57,0
 72-82,0,0,0.88,0,0,0,8.17,2.81,0,0,0,0
 96-106,0,0,0,0,0,0,0,0.96,0,0,0,0
108-118,0,0,0,0.94,0,0,4.05,3.54,0,0,0,0
