stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,77.77,2714.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,81.66,1910.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.72,0,0,0,30.77,0,15.82,0,0,0,0,0,0,0,0,0,0,0
  7-9,25.79,49.83,0,17.49,0,0,0,78.21,0,0,0,0,25.94,0,0,0,0,0,0,0,0,0,0,0,695.49,14.93,0,0,198.23,0,0,10.61,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.83,0,10.03,0,11.39,0,93.45,0,0,0,0,31.05,0,0,0,0,0,0,0,0,0,0,0,678.28,42.46,0,0,420.37,0,0,0,23.34,70.46,0,22.81,0,0,0,0,0,0
 14-21,2.31,0,0,21.46,23.82,11.81,0,10.75,0,0,4.21,31.55,2.33,0.92,0,0.86,0,0,20.46,0,13.88,0,0,36.6,236.84,9.28,4.98,1.88,14.85,0,0,0.9,232.11,9.1,11.43,403.23,88.27,0,0,1.63,0,11.92
 24-34,0,0,0.65,6.11,6.65,0,0,33.41,1.07,1.26,8.24,4.17,0,0,0.71,0.68,0,4,21.58,0,55.35,0,0,24.74,429.03,0,3.49,3.56,0,0,7.31,0,0,0,0.78,7.77,111.33,0,0,22.4,0,92.23
 36-46,0,0,0,0.56,9.89,0,0,46.45,7.87,0,13.4,0,0,2.27,1.75,0,0.86,3.11,9.7,1.88,45.85,1.43,1.28,13.09,214.54,6.45,1.36,1.83,0,0,7.8,0,0,0,0,0,41.9,0,0,5.91,0,126
 48-58,0,0,0,0,2.59,0.66,0,95.71,1.46,0.38,32.82,1.77,0.41,5.74,1.96,0.38,6.99,0.41,0,6.75,62.81,0,0.4,14.46,188.68,0.4,0.52,0.89,0,0,13.57,0,0,0.46,0,0,34.67,0,0,6.75,0,132.7
 60-70,0,0,0,0,0.59,2.51,0,96.24,0,0.85,79.78,0,0,0.79,11.09,0,0,1.22,0.68,0,83.99,3.18,1.09,6.71,152.07,0.65,4.75,0,0,4.32,7.75,0,0,1.54,0.67,0,59.65,0,0.79,0.75,1.54,130.18
 72-82,0,0,3.52,0,6.99,19.7,1.04,131.28,0,1.71,56.26,5.32,0.52,1.42,1.7,0.53,9.2,0.72,6.43,0,143.12,0,4.42,19.72,215.89,8.49,7.87,2.3,0,0.72,1.28,0,0,0,3.1,0,39.42,0,3.18,7.43,1.55,144.58
 84-94,0,0,0,0,5.85,25.1,0,122.24,3.12,1.39,40.26,16.13,0,1.92,12.13,2.65,4.43,1.39,1.17,0,117.14,1.03,6.71,13.17,113.89,1.75,7.49,17.33,0,0,9.64,0,0,0.67,0,0,14.81,0,4.15,7.67,0.64,190.99
 96-106,0,0,3.45,0,20.59,60.57,0.59,131.99,8.04,2.14,76.54,30.68,0,5.29,8.03,2.7,0.77,4.12,6.5,0,101.66,0,1.86,4.06,157.19,4.96,16.51,8.58,0,1.17,9.22,0,0,1.93,0,0,1.45,2.02,6.06,24.51,0.65,234.71
108-118,0,0,3.62,0,22.26,14.69,0.95,80.13,2.44,0,49.92,30.64,0,1.27,16.07,1.61,5.15,0.49,4.11,4.05,147.64,3.3,2.53,7.1,205.75,6.08,4.65,7.3,0,2,5.02,0,0,1.01,1.09,0,5.23,3.93,1.1,18.78,4.87,288.44
120,0,0,0,0,20.69,4.5,0,100.87,4.69,0,58.29,23.87,0,0,23.52,0,1.91,1.34,10.14,0,109.38,0,0,9.34,169.77,10.74,2.49,0,0,0,20.01,0,0,5.04,0,0,27.44,1.19,0,24.06,0,92.39
