stage,epidermis,eye,glial,mesenchyme,neural,notochord,periderm,vasculature
  7-9,0,0,0,0,0,5.34,0,0
 36-46,0,2.27,0,0,0.59,0,0,0.93
 48-58,0,3.09,0,0,0,0,0,0
 60-70,0,0,0,0,0.67,0,0.62,0
 72-82,0,4.85,0.93,0.92,0,0,0,0
 84-94,0,5.77,0,0,0,0,0,0
 96-106,0,9.08,0,0,0,0,0,0
108-118,2.41,15.01,0,0,0,0,0,0
120,0,4.47,0,0,0,0,0,0
