stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2.15,30.9,310.65,75.41,0,98.78,0,2.04,0,39.71,15.39,2.81,3.04,0,19.18,0,0,0,0.99,112.59,0,0,147.68,1406.04,55.11,12.07,13.69,28.58,0,71.55,11.29,190.55,19.28,17.73,649.22,542.92,0,0,12.66,0,5.83
 24-34,0,3.64,4.31,93.09,18.06,0,211.44,0,18.66,1.68,56.84,7.13,0.76,8.2,0.6,12.32,0,7.5,1.37,9.29,248.92,4.14,2.43,115.28,3437.78,14.93,48.54,22.69,0,0,145.83,1.84,0.71,7.88,0.82,89.46,851.24,0,0,91.58,0,10.15
 36-46,0,0.73,0,74.54,13.24,0,552.5,0.64,38.3,9.94,158.22,1.15,2.2,6.44,1.87,5.7,11.18,9.22,0.66,4.89,324.27,2.17,3.66,69.87,4889.03,11.85,30.73,31.56,0,0,162.47,0.78,1.05,4.74,1.39,0,1061.3,0,1.23,67.93,0,31.94
 48-58,0.39,0.46,0.4,52.56,0.86,0,1242.94,0.6,28.45,13.51,311.77,5.93,1.02,9.4,9.25,7.56,13.2,5.48,1.9,14.65,360.21,3.35,17.25,76.44,4934.03,12.56,39.51,28.92,0,1.52,90.69,0,0,2.85,9.26,0.55,1028.17,0,2.35,32.01,0,24.12
 60-70,0,0,0,66.45,3.68,0,1924.48,2.84,18.46,24.45,307.44,5.18,1.77,7.9,7.48,3.27,13.57,5.18,0,13.8,434.18,5.96,19.01,58.45,4213.43,14.63,7.85,25.38,0,0.84,100.39,0,0,4.55,0.94,0,618.1,0.73,7.78,34.95,3.3,31.38
 72-82,0,3.25,0.75,53.82,22.51,0.76,1434.32,5.4,11.6,19.48,253.65,11.78,0.6,6.94,4.45,6.02,15.15,10.16,7.06,0,496.44,12.62,17.49,45.97,2851.79,3.85,37.79,25.79,0,2.77,61.97,0,0,1.94,0,0,306.29,7.83,14.56,87.7,8.13,27.78
 84-94,0,6.02,0,84.42,14.76,0,975.49,11.69,24.34,23.23,172.5,26.81,0.66,4.7,20.56,14.44,12.39,8.47,22.76,34.78,352.13,6.13,15.75,35.38,1544.56,10.87,25.85,35.74,0,4.08,198.51,0,0,1.12,1.99,0,187.89,10.05,11.86,61.07,12.28,19.57
 96-106,0,0.95,0,64.44,41.53,0,795.92,5.23,12.54,12.89,180.71,15.27,0,3.52,14.84,7.95,10.93,13.95,28.53,2.1,335.02,16.49,15.62,28.03,1281.43,2.58,43.59,24.37,0,0.79,146.03,0,0,4.81,1.3,0,66.2,12.18,2.19,62.12,7.02,14.62
108-118,0,5.5,0.74,104.97,23.14,1.88,774.29,2.44,27.81,9.48,188.38,25.49,0,6.04,22.64,14.05,14.73,8.95,8.35,11.92,308.06,12.28,19.26,16.3,1735.09,0.95,42.61,25.83,0,0.95,129.56,0.79,0,7.03,5.09,0,48.29,10.79,13,48.2,10.44,24.78
120,0,9.35,0,160.94,21.08,0,850.73,7.63,18.39,9.67,349.35,39.85,0,10,68.59,12.98,9.01,6.18,11.56,5.48,350.92,27.4,11.21,21.45,2543.63,6.07,9.51,49.23,0,22.72,91.47,0,0,13.9,1.64,0,95.49,11.47,28.58,29.49,14.16,32.29
