stage,epidermis,eye,fin.epithelia,glial,iridophores,mesenchyme,mural.cell,neural,spinal.cord,taste,vascular.smooth.muscle,vasculature
 36-46,0,34.87,0,0,0,0,0,0,0,0,0,0
 48-58,0,167.11,0,0,3.3,0,0,56.03,2.33,0,0,0
 60-70,0,553.71,0,0.83,0,0,0,38.49,4.57,0,0,0
 72-82,4.69,648.95,0,22.03,0,4.23,0,47.05,0,0,0,0
 84-94,0.82,311.94,0.88,9.72,2.58,6.91,0,16.66,2.65,2.36,0.64,0.8
 96-106,0.86,195.2,0,3.14,0.85,0,0,7.82,0,0,0.77,0
108-118,0,262.44,0,0.91,0,0.89,1.84,2.07,0,0,0,1.88
120,11.3,255.71,0,22.98,0,26.05,0,25.08,0,0,0,0
