stage,epidermis,erythrocytes,eye,fin.mesenchyme,glial,gut,ionocyte,mesenchyme,neural,periderm,pronephros,spinal.cord,vascular.smooth.muscle,vasculature
 14-21,0,0,0.82,0,0,0,0,0,1.98,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0.6,9.32,0,1.77,1.02,0,0
 36-46,0,0,1.37,0,0,0,0,1.5,16.89,1.08,0,0,0,0
 48-58,0.52,0,1.34,0,0,0,0,0,28.81,6.7,0,1,0,0
 60-70,2.41,0,0,0,0,0,0,4.76,2.18,0,0,0,0,0
 72-82,0.61,5.86,0,0,0.77,0,0,4.77,7.68,0,0,0,0,0.9
 84-94,0,0,0,0.91,0,0,0.89,1.36,1.22,0,0,0,5.89,0
 96-106,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
108-118,0,0,0.82,0,0,7.61,0,0,0,0.88,0,0,0,0.56
