stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,389.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,333.29,0,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.15,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.04,0,0,0,22.36,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.48,0,0,0,16.82,0,0,0,0,5.19,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,0.88,0,4.37,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.91,0,0,0.82,81.97,0,1.55,0,0,0,0,0,0.83,0,1.03,0.89,28.35,0,0,0,0,0
 24-34,0,0.75,0,2.75,0,0,10.95,0,0,0,3.65,0,0,0,2.25,0,0,0.6,0,0,1.44,0,0,1.2,330.41,0,6.7,0,0,0,0,0,0,1.58,1.27,0.85,132.99,0,0,0.69,0,0
 36-46,0,0.69,0,0.67,0,0,29.9,0,0,0,15.19,0,0,0,0,0,0,0,0,0,11.87,0,0,1.73,637.25,0.73,15.69,0,0,0,0,0.81,0,0,4.03,0,214.35,0,0,0.68,0,0
 48-58,0,0,0,0.38,0,0,117.99,0.51,0,0,43.81,0,0,0,0.84,0,0,0,10.09,0,6.09,0.46,0,5.52,614.06,0,13.55,0,0,0,4.43,0,0,0,0.46,0,163.51,0,0,0,0,0
 60-70,0,0,0,1.81,0,0,446.61,0,0.86,0,45.57,3.01,0,0,0,0,0,0,0,0,16.16,0,3.05,0.67,829.26,9.27,15.18,11.17,0,0,0,0,0,0,0,0,154.06,0,0,0,0,11.18
 72-82,0,3.17,0,0.58,0,0,849.67,6.88,6.51,7.82,73.82,0,0,0.66,1.38,0,0.93,1.66,0,0,20.22,0.92,0,0,1120.38,6.27,10.68,3.74,0,3.09,3.65,0,0,0,4.35,0,107.91,1.89,0.75,1.04,0,17.44
 84-94,0,0,1.01,8.73,0,0,582.22,0,0,0,50.44,0,0,0,0,1.66,0,0,0,5.31,15.7,0,3.08,1.23,762.83,2.99,22.07,1.36,0,0,1.31,0,0,0,0,0,58.1,0.9,1.64,2.47,4.73,0
 96-106,0,0.61,0,4.95,12.16,0,926.91,1.64,0,0,97.55,2.93,0,0,0.89,0.75,0.72,0,0,0,26.11,0,0,0.61,775.74,4.98,48.43,2.69,0,5.58,5.8,0,0,0,0,0,57.36,5.12,0,0,0.74,0
108-118,0,0,0,10.31,0,4.25,1043,1.1,1.04,0,105.39,0.43,0,0,3.17,1.94,1.15,1.23,0,0,19.28,5.5,1.38,1.23,759.31,3.27,12.92,2.33,0,4.22,0.5,0,0,0,0.44,0,49.86,8.99,0,1.56,3.98,0
120,0,0,0,0,1.06,0,696.67,2.98,0,0,164.21,0,0,0,0,0,0,1.11,0,0,26.14,0,0,0,956.66,5.96,18.91,12.99,0,28.19,0,0,0,5.18,0,0,31.37,1.99,0,0,0,0
